Orthogroup	Acomosus	T.fasciculata	T.leiboldiana
OG0026184			Tlei_v1.23082-RA
OG0026185			Tlei_v1.23092-RA
OG0026186			Tlei_v1.23094-RA
OG0026187			Tlei_v1.23101-RA
OG0026188			Tlei_v1.23106-RA
OG0026189			Tlei_v1.23121-RA
OG0026190			Tlei_v1.23123-RA
OG0026191			Tlei_v1.23138-RA
OG0026192			Tlei_v1.23137-RA
OG0026193			Tlei_v1.23153-RA
OG0026194			Tlei_v1.23154-RA
OG0026195			Tlei_v1.23194-RA
OG0026196			Tlei_v1.23200-RA
OG0026197			Tlei_v1.23214-RA
OG0026198			Tlei_v1.23220-RA
OG0026199			Tlei_v1.23217-RA
OG0026200			Tlei_v1.23226-RA
OG0026201			Tlei_v1.23239-RA
OG0026202			Tlei_v1.23240-RA
OG0026203			Tlei_v1.23241-RA
OG0026204			Tlei_v1.23250-RA
OG0026205			Tlei_v1.23251-RB
OG0026206			Tlei_v1.23256-RA
OG0026207			Tlei_v1.23261-RA
OG0026208			Tlei_v1.23268-RA
OG0026209			Tlei_v1.23287-RA
OG0026210			Tlei_v1.23303-RA
OG0026211			Tlei_v1.23306-RA
OG0026212			Tlei_v1.23309-RA
OG0026213			Tlei_v1.23321-RA
OG0026214			Tlei_v1.23335-RA
OG0026215			Tlei_v1.23360-RA
OG0026216			Tlei_v1.23357-RA
OG0026217			Tlei_v1.23358-RA
OG0026218			Tlei_v1.23362-RA
OG0026219			Tlei_v1.23363-RA
OG0026220			Tlei_v1.23366-RA
OG0026221			Tlei_v1.23378-RA
OG0026222			Tlei_v1.23373-RA
OG0026223			Tlei_v1.23377-RA
OG0026224			Tlei_v1.23386-RA
OG0026225			Tlei_v1.23388-RA
OG0026226			Tlei_v1.23415-RA
OG0026227			Tlei_v1.23414-RA
OG0026228			Tlei_v1.23429-RA
OG0026229			Tlei_v1.23428-RA
OG0026230			Tlei_v1.23431-RA
OG0026231			Tlei_v1.23449-RA
OG0026232			Tlei_v1.23452-RA
OG0026233			Tlei_v1.23461-RA
OG0026234			Tlei_v1.23486-RA
OG0026235			Tlei_v1.23498-RA
OG0026236			Tlei_v1.23509-RA
OG0026237			Tlei_v1.23524-RA
OG0026238			Tlei_v1.23534-RA
OG0026239			Tlei_v1.23537-RA
OG0026240			Tlei_v1.23551-RA
OG0026241			Tlei_v1.23552-RA
OG0026242			Tlei_v1.23558-RA
OG0026243			Tlei_v1.23564-RA
OG0026244			Tlei_v1.23559-RA
OG0026245			Tlei_v1.23614-RA
OG0026246			Tlei_v1.23625-RA
OG0026247			Tlei_v1.23649-RA
OG0026248			Tlei_v1.23652-RA
OG0026249			Tlei_v1.23659-RA
OG0026250			Tlei_v1.23657-RA
OG0026251			Tlei_v1.23671-RA
OG0026252			Tlei_v1.23700-RA
OG0026253			Tlei_v1.23765-RA
OG0026254			Tlei_v1.23776-RA
OG0026255			Tlei_v1.23771-RA
OG0026256			Tlei_v1.23779-RA
OG0026257			Tlei_v1.23780-RA
OG0026258			Tlei_v1.23793-RA
OG0026259			Tlei_v1.23792-RA
OG0026260			Tlei_v1.23796-RA
OG0026261			Tlei_v1.23849-RA
OG0026262			Tlei_v1.23859-RA
OG0026263			Tlei_v1.23862-RA
OG0026264			Tlei_v1.12798-RA
OG0026265			Tlei_v1.12804-RA
OG0026266			Tlei_v1.12834-RA
OG0026267			Tlei_v1.12848-RA
OG0026268			Tlei_v1.12851-RA
OG0026269			Tlei_v1.12882-RA
OG0026270			Tlei_v1.12887-RA
OG0026271			Tlei_v1.12908-RA
OG0026272			Tlei_v1.12910-RA
OG0026273			Tlei_v1.12902-RA
OG0026274			Tlei_v1.12905-RA
OG0026275			Tlei_v1.12916-RA
OG0026276			Tlei_v1.12920-RA
OG0026277			Tlei_v1.12921-RA
OG0026278			Tlei_v1.12922-RA
OG0026279			Tlei_v1.12926-RA
OG0026280			Tlei_v1.12946-RA
OG0026281			Tlei_v1.12964-RA
OG0026282			Tlei_v1.12978-RA
OG0026283			Tlei_v1.13016-RA
OG0026284			Tlei_v1.13038-RA
OG0026285			Tlei_v1.13043-RA
OG0026286			Tlei_v1.13072-RA
OG0026287			Tlei_v1.13107-RA
OG0026288			Tlei_v1.13120-RA
OG0026289			Tlei_v1.13129-RA
OG0026290			Tlei_v1.13128-RA
OG0026291			Tlei_v1.13150-RA
OG0026292			Tlei_v1.13152-RA
OG0026293			Tlei_v1.13177-RA
OG0026294			Tlei_v1.13192-RA
OG0026295			Tlei_v1.13200-RA
OG0026296			Tlei_v1.13211-RA
OG0026297			Tlei_v1.13223-RA
OG0026298			Tlei_v1.13230-RB
OG0026299			Tlei_v1.13233-RA
OG0026300			Tlei_v1.13236-RA
OG0026301			Tlei_v1.13234-RA
OG0026302			Tlei_v1.13253-RA
OG0026303			Tlei_v1.13273-RA
OG0026304			Tlei_v1.13272-RA
OG0026305			Tlei_v1.13288-RA
OG0026306			Tlei_v1.13303-RA
OG0026307			Tlei_v1.13305-RA
OG0026308			Tlei_v1.13310-RA
OG0026309			Tlei_v1.13315-RA
OG0026310			Tlei_v1.13343-RA
OG0026311			Tlei_v1.13367-RA
OG0026312			Tlei_v1.13373-RA
OG0026313			Tlei_v1.13382-RA
OG0026314			Tlei_v1.13389-RA
OG0026315			Tlei_v1.13395-RA
OG0026316			Tlei_v1.13391-RA
OG0026317			Tlei_v1.13392-RA
OG0026318			Tlei_v1.13403-RA
OG0026319			Tlei_v1.13405-RA
OG0026320			Tlei_v1.13423-RA
OG0026321			Tlei_v1.13431-RA
OG0026322			Tlei_v1.13449-RA
OG0026323			Tlei_v1.13458-RA
OG0026324			Tlei_v1.13472-RA
OG0026325			Tlei_v1.13471-RA
OG0026326			Tlei_v1.13479-RB
OG0026327			Tlei_v1.13481-RA
OG0026328			Tlei_v1.13483-RC
OG0026329			Tlei_v1.13484-RA
OG0026330			Tlei_v1.13487-RA
OG0026331			Tlei_v1.13485-RA
OG0026332			Tlei_v1.13486-RA
OG0026333			Tlei_v1.13489-RA
OG0026334			Tlei_v1.13495-RA
OG0026335			Tlei_v1.13504-RA
OG0026336			Tlei_v1.13506-RA
OG0026337			Tlei_v1.13509-RA
OG0026338			Tlei_v1.13545-RA
OG0026339			Tlei_v1.13558-RA
OG0026340			Tlei_v1.13563-RA
OG0026341			Tlei_v1.13573-RA
OG0026342			Tlei_v1.13572-RA
OG0026343			Tlei_v1.13579-RB
OG0026344			Tlei_v1.13587-RA
OG0026345			Tlei_v1.13588-RA
OG0026346			Tlei_v1.13589-RB
OG0026347			Tlei_v1.13594-RA
OG0026348			Tlei_v1.13600-RA
OG0026349			Tlei_v1.13610-RA
OG0026350			Tlei_v1.13625-RA
OG0026351			Tlei_v1.13631-RA
OG0026352			Tlei_v1.13641-RA
OG0026353			Tlei_v1.13670-RA
OG0026354			Tlei_v1.13669-RA
OG0026355			Tlei_v1.13693-RA
OG0026356			Tlei_v1.13699-RA
OG0026357			Tlei_v1.13704-RA
OG0026358			Tlei_v1.13710-RA
OG0026359			Tlei_v1.13726-RA
OG0026360			Tlei_v1.13747-RA
OG0026361			Tlei_v1.13756-RA
OG0026362			Tlei_v1.13763-RA
OG0026363			Tlei_v1.13781-RA
OG0026364			Tlei_v1.13786-RA
OG0026365			Tlei_v1.13794-RA
OG0026366			Tlei_v1.13804-RA
OG0026367			Tlei_v1.13811-RA
OG0026368			Tlei_v1.13812-RA
OG0026369			Tlei_v1.13832-RA
OG0026370			Tlei_v1.13840-RA
OG0026371			Tlei_v1.13881-RA
OG0026372			Tlei_v1.13889-RA
OG0026373			Tlei_v1.13888-RA
OG0026374			Tlei_v1.13895-RA
OG0026375			Tlei_v1.13901-RA
OG0026376			Tlei_v1.13902-RA
OG0026377			Tlei_v1.13905-RA
OG0026378			Tlei_v1.13909-RA
OG0026379			Tlei_v1.13914-RA
OG0026380			Tlei_v1.13933-RA
OG0026381			Tlei_v1.13931-RA
OG0026382			Tlei_v1.13932-RA
OG0026383			Tlei_v1.13940-RA
OG0026384			Tlei_v1.13946-RA
OG0026385			Tlei_v1.13951-RA
OG0026386			Tlei_v1.13963-RA
OG0026387			Tlei_v1.13982-RA
OG0026388			Tlei_v1.13994-RA
OG0026389			Tlei_v1.14004-RA
OG0026390			Tlei_v1.14001-RA
OG0026391			Tlei_v1.14010-RA
OG0026392			Tlei_v1.14013-RA
OG0026393			Tlei_v1.14009-RA
OG0026394			Tlei_v1.14011-RA
OG0026395			Tlei_v1.14021-RA
OG0026396			Tlei_v1.14036-RA
OG0026397			Tlei_v1.14035-RA
OG0026398			Tlei_v1.14042-RA
OG0026399			Tlei_v1.14044-RA
OG0026400			Tlei_v1.14048-RA
OG0026401			Tlei_v1.14054-RA
OG0026402			Tlei_v1.14063-RA
OG0026403			Tlei_v1.14061-RA
OG0026404			Tlei_v1.14064-RA
OG0026405			Tlei_v1.14068-RA
OG0026406			Tlei_v1.14080-RA
OG0026407			Tlei_v1.14088-RA
OG0026408			Tlei_v1.14099-RA
OG0026409			Tlei_v1.14098-RA
OG0026410			Tlei_v1.14102-RA
OG0026411			Tlei_v1.14108-RA
OG0026412			Tlei_v1.14104-RA
OG0026413			Tlei_v1.14107-RA
OG0026414			Tlei_v1.14120-RA
OG0026415			Tlei_v1.14136-RA
OG0026416			Tlei_v1.14135-RA
OG0026417			Tlei_v1.14140-RA
OG0026418			Tlei_v1.14161-RA
OG0026419			Tlei_v1.14168-RA
OG0026420			Tlei_v1.14166-RA
OG0026421			Tlei_v1.14170-RA
OG0026422			Tlei_v1.14193-RA
OG0026423			Tlei_v1.14198-RA
OG0026424			Tlei_v1.14219-RA
OG0026425			Tlei_v1.14231-RA
OG0026426			Tlei_v1.14240-RA
OG0026427			Tlei_v1.14251-RA
OG0026428			Tlei_v1.14255-RA
OG0026429			Tlei_v1.14267-RA
OG0026430			Tlei_v1.14291-RA
OG0026431			Tlei_v1.14302-RA
OG0026432			Tlei_v1.14315-RA
OG0026433			Tlei_v1.14307-RA
OG0026434			Tlei_v1.14321-RA
OG0026435			Tlei_v1.14337-RA
OG0026436			Tlei_v1.27519-RB
OG0026437			Tlei_v1.27526-RA
OG0026438			Tlei_v1.27531-RA
OG0026439			Tlei_v1.27548-RA
OG0026440			Tlei_v1.27558-RA
OG0026441			Tlei_v1.27601-RA
OG0026442			Tlei_v1.27617-RA
OG0026443			Tlei_v1.27611-RA
OG0026444			Tlei_v1.27625-RA
OG0026445			Tlei_v1.27629-RA
OG0026446			Tlei_v1.27647-RA
OG0026447			Tlei_v1.27646-RA
OG0026448			Tlei_v1.27642-RA
OG0026449			Tlei_v1.27652-RA
OG0026450			Tlei_v1.27654-RA
OG0026451			Tlei_v1.27661-RA
OG0026452			Tlei_v1.27662-RA
OG0026453			Tlei_v1.27688-RA
OG0026454			Tlei_v1.27702-RA
OG0026455			Tlei_v1.27722-RA
OG0026456			Tlei_v1.27731-RA
OG0026457			Tlei_v1.27729-RA
OG0026458			Tlei_v1.27728-RA
OG0026459			Tlei_v1.27739-RA
OG0026460			Tlei_v1.27735-RA
OG0026461			Tlei_v1.27738-RA
OG0026462			Tlei_v1.27747-RA
OG0026463			Tlei_v1.27753-RA
OG0026464			Tlei_v1.27758-RA
OG0026465			Tlei_v1.27772-RA
OG0026466			Tlei_v1.27773-RA
OG0026467			Tlei_v1.27774-RA
OG0026468			Tlei_v1.27788-RA
OG0026469			Tlei_v1.27799-RA
OG0026470			Tlei_v1.27812-RA
OG0026471			Tlei_v1.27813-RA
OG0026472			Tlei_v1.27830-RA
OG0026473			Tlei_v1.27839-RA
OG0026474			Tlei_v1.27837-RA
OG0026475			Tlei_v1.27846-RA
OG0026476			Tlei_v1.27856-RA
OG0026477			Tlei_v1.27853-RA
OG0026478			Tlei_v1.27860-RA
OG0026479			Tlei_v1.27870-RA
OG0026480			Tlei_v1.27881-RA
OG0026481			Tlei_v1.27886-RA
OG0026482			Tlei_v1.27889-RA
OG0026483			Tlei_v1.27896-RA
OG0026484			Tlei_v1.27900-RA
OG0026485			Tlei_v1.27904-RA
OG0026486			Tlei_v1.27922-RA
OG0026487			Tlei_v1.27928-RA
OG0026488			Tlei_v1.27924-RA
OG0026489			Tlei_v1.27932-RA
OG0026490			Tlei_v1.27933-RA
OG0026491			Tlei_v1.27931-RA
OG0026492			Tlei_v1.27934-RA
OG0026493			Tlei_v1.27936-RA
OG0026494			Tlei_v1.27935-RA
OG0026495			Tlei_v1.27942-RA
OG0026496			Tlei_v1.27945-RA
OG0026497			Tlei_v1.27943-RA
OG0026498			Tlei_v1.27952-RA
OG0026499			Tlei_v1.27953-RA
OG0026500			Tlei_v1.27956-RA
OG0026501			Tlei_v1.27955-RA
OG0026502			Tlei_v1.27962-RA
OG0026503			Tlei_v1.27968-RA
OG0026504			Tlei_v1.27981-RA
OG0026505			Tlei_v1.27984-RA
OG0026506			Tlei_v1.27991-RA
OG0026507			Tlei_v1.27997-RA
OG0026508			Tlei_v1.27999-RA
OG0026509			Tlei_v1.28003-RA
OG0026510			Tlei_v1.28013-RA
OG0026511			Tlei_v1.28012-RA
OG0026512			Tlei_v1.28011-RA
OG0026513			Tlei_v1.28019-RA
OG0026514			Tlei_v1.28022-RA
OG0026515			Tlei_v1.28027-RA
OG0026516			Tlei_v1.28029-RA
OG0026517			Tlei_v1.28036-RA
OG0026518			Tlei_v1.28030-RA
OG0026519			Tlei_v1.28045-RA
OG0026520			Tlei_v1.28052-RA
OG0026521			Tlei_v1.28060-RA
OG0026522			Tlei_v1.28071-RA
OG0026523			Tlei_v1.28074-RA
OG0026524			Tlei_v1.28086-RA
OG0026525			Tlei_v1.28095-RA
OG0026526			Tlei_v1.28103-RA
OG0026527			Tlei_v1.28104-RA
OG0026528			Tlei_v1.28116-RA
OG0026529			Tlei_v1.28125-RA
OG0026530			Tlei_v1.28130-RA
OG0026531			Tlei_v1.28136-RA
OG0026532			Tlei_v1.28140-RA
OG0026533			Tlei_v1.28138-RA
OG0026534			Tlei_v1.28154-RA
OG0026535			Tlei_v1.28170-RA
OG0026536			Tlei_v1.28201-RA
OG0026537			Tlei_v1.28204-RA
OG0026538			Tlei_v1.28218-RA
OG0026539			Tlei_v1.28231-RA
OG0026540			Tlei_v1.28230-RA
OG0026541			Tlei_v1.28238-RA
OG0026542			Tlei_v1.28262-RA
OG0026543			Tlei_v1.28289-RA
OG0026544			Tlei_v1.28290-RA
OG0026545			Tlei_v1.28288-RB
OG0026546			Tlei_v1.28297-RA
OG0026547			Tlei_v1.28305-RA
OG0026548			Tlei_v1.28318-RA
OG0026549			Tlei_v1.28333-RA
OG0026550			Tlei_v1.28352-RA
OG0026551			Tlei_v1.28340-RA
OG0026552			Tlei_v1.28346-RA
OG0026553			Tlei_v1.28348-RA
OG0026554			Tlei_v1.28365-RA
OG0026555			Tlei_v1.28392-RA
OG0026556			Tlei_v1.28391-RA
OG0026557			Tlei_v1.28416-RA
OG0026558			Tlei_v1.28427-RA
OG0026559			Tlei_v1.28440-RA
OG0026560			Tlei_v1.28447-RA
OG0026561			Tlei_v1.28454-RA
OG0026562			Tlei_v1.28497-RA
OG0026563			Tlei_v1.28489-RA
OG0026564			Tlei_v1.28493-RA
OG0026565			Tlei_v1.28523-RA
OG0026566			Tlei_v1.28529-RA
OG0026567			Tlei_v1.28544-RA
OG0026568			Tlei_v1.28540-RA
OG0026569			Tlei_v1.28553-RA
OG0026570			Tlei_v1.28554-RA
OG0026571			Tlei_v1.28563-RA
OG0026572			Tlei_v1.28583-RA
OG0026573			Tlei_v1.28616-RA
OG0026574			Tlei_v1.28609-RA
OG0026575			Tlei_v1.28611-RA
OG0026576			Tlei_v1.28623-RA
OG0026577			Tlei_v1.28622-RA
OG0026578			Tlei_v1.28627-RA
OG0026579			Tlei_v1.28643-RA
OG0026580			Tlei_v1.28641-RA
OG0026581			Tlei_v1.28639-RA
OG0026582			Tlei_v1.28655-RA
OG0026583			Tlei_v1.28673-RA
OG0026584			Tlei_v1.28700-RA
OG0026585			Tlei_v1.28695-RA
OG0026586			Tlei_v1.28694-RA
OG0026587			Tlei_v1.28698-RA
OG0026588			Tlei_v1.23888-RA
OG0026589			Tlei_v1.23894-RA
OG0026590			Tlei_v1.23893-RA
OG0026591			Tlei_v1.23901-RA
OG0026592			Tlei_v1.23924-RA
OG0026593			Tlei_v1.23941-RA
OG0026594			Tlei_v1.23950-RA
OG0026595			Tlei_v1.23953-RB
OG0026596			Tlei_v1.23959-RA
OG0026597			Tlei_v1.23971-RA
OG0026598			Tlei_v1.23997-RA
OG0026599			Tlei_v1.24003-RA
OG0026600			Tlei_v1.24022-RA
OG0026601			Tlei_v1.24041-RB
OG0026602			Tlei_v1.24034-RA
OG0026603			Tlei_v1.24052-RA
OG0026604			Tlei_v1.24054-RA
OG0026605			Tlei_v1.24053-RA
OG0026606			Tlei_v1.24086-RA
OG0026607			Tlei_v1.24088-RA
OG0026608			Tlei_v1.24118-RA
OG0026609			Tlei_v1.24126-RA
OG0026610			Tlei_v1.24165-RA
OG0026611			Tlei_v1.24197-RA
OG0026612			Tlei_v1.24207-RA
OG0026613			Tlei_v1.24198-RA
OG0026614			Tlei_v1.24195-RA
OG0026615			Tlei_v1.24239-RA
OG0026616			Tlei_v1.24272-RA
OG0026617			Tlei_v1.24274-RA
OG0026618			Tlei_v1.24286-RA
OG0026619			Tlei_v1.24307-RA
OG0026620			Tlei_v1.24318-RA
OG0026621			Tlei_v1.24322-RA
OG0026622			Tlei_v1.24324-RA
OG0026623			Tlei_v1.24323-RA
OG0026624			Tlei_v1.24338-RA
OG0026625			Tlei_v1.24352-RA
OG0026626			Tlei_v1.24356-RA
OG0026627			Tlei_v1.24358-RA
OG0026628			Tlei_v1.24379-RA
OG0026629			Tlei_v1.24392-RA
OG0026630			Tlei_v1.24407-RA
OG0026631			Tlei_v1.24413-RA
OG0026632			Tlei_v1.24409-RA
OG0026633			Tlei_v1.24431-RA
OG0026634			Tlei_v1.24442-RA
OG0026635			Tlei_v1.24443-RA
OG0026636			Tlei_v1.24447-RA
OG0026637			Tlei_v1.24445-RA
OG0026638			Tlei_v1.24453-RA
OG0026639			Tlei_v1.24460-RA
OG0026640			Tlei_v1.24464-RA
OG0026641			Tlei_v1.24468-RA
OG0026642			Tlei_v1.24470-RA
OG0026643			Tlei_v1.24473-RA
OG0026644			Tlei_v1.24475-RA
OG0026645			Tlei_v1.24492-RA
OG0026646			Tlei_v1.24496-RA
OG0026647			Tlei_v1.24501-RA
OG0026648			Tlei_v1.24525-RA
OG0026649			Tlei_v1.24531-RA
OG0026650			Tlei_v1.24537-RA
OG0026651			Tlei_v1.24539-RA
OG0026652			Tlei_v1.24543-RA
OG0026653			Tlei_v1.24554-RA
OG0026654			Tlei_v1.24556-RA
OG0026655			Tlei_v1.24562-RA
OG0026656			Tlei_v1.24576-RA
OG0026657			Tlei_v1.24591-RA
OG0026658			Tlei_v1.24599-RA
OG0026659			Tlei_v1.24610-RA
OG0026660			Tlei_v1.24616-RA
OG0026661			Tlei_v1.24617-RA
OG0026662			Tlei_v1.24622-RA
OG0026663			Tlei_v1.24624-RA
OG0026664			Tlei_v1.24646-RA
OG0026665			Tlei_v1.24652-RA
OG0026666			Tlei_v1.24656-RA
OG0026667			Tlei_v1.24678-RA
OG0026668			Tlei_v1.24679-RA
OG0026669			Tlei_v1.24685-RA
OG0026670			Tlei_v1.24692-RA
OG0026671			Tlei_v1.24698-RA
OG0026672			Tlei_v1.24700-RA
OG0026673			Tlei_v1.24699-RA
OG0026674			Tlei_v1.24747-RA
OG0026675			Tlei_v1.24758-RA
OG0026676			Tlei_v1.24759-RA
OG0026677			Tlei_v1.24768-RA
OG0026678			Tlei_v1.24773-RA
OG0026679			Tlei_v1.24774-RA
OG0026680			Tlei_v1.24779-RA
OG0026681			Tlei_v1.24787-RA
OG0026682			Tlei_v1.24797-RA
OG0026683			Tlei_v1.24809-RA
OG0026684			Tlei_v1.24805-RA
OG0026685			Tlei_v1.24811-RA
OG0026686			Tlei_v1.24815-RA
OG0026687			Tlei_v1.24820-RA
OG0026688			Tlei_v1.24814-RA
OG0026689			Tlei_v1.24816-RA
OG0026690			Tlei_v1.24827-RA
OG0026691			Tlei_v1.24826-RA
OG0026692			Tlei_v1.24841-RA
OG0026693			Tlei_v1.24847-RA
OG0026694			Tlei_v1.24857-RA
OG0026695			Tlei_v1.24854-RA
OG0026696			Tlei_v1.24863-RA
OG0026697			Tlei_v1.24872-RA
OG0026698			Tlei_v1.24878-RA
OG0026699			Tlei_v1.24925-RA
OG0026700			Tlei_v1.24936-RA
OG0026701			Tlei_v1.24943-RA
OG0026702			Tlei_v1.24949-RA
OG0026703			Tlei_v1.24956-RA
OG0026704			Tlei_v1.24967-RA
OG0026705			Tlei_v1.24980-RA
OG0026706			Tlei_v1.24979-RA
OG0026707			Tlei_v1.24978-RA
OG0026708			Tlei_v1.24999-RA
OG0026709			Tlei_v1.25002-RA
OG0026710			Tlei_v1.25003-RA
OG0026711			Tlei_v1.25017-RA
OG0026712			Tlei_v1.25022-RA
OG0026713			Tlei_v1.25026-RA
OG0026714			Tlei_v1.25025-RA
OG0026715			Tlei_v1.25028-RA
OG0026716			Tlei_v1.25031-RA
OG0026717			Tlei_v1.25036-RA
OG0026718			Tlei_v1.25039-RA
OG0026719			Tlei_v1.25041-RA
OG0026720			Tlei_v1.25047-RA
OG0026721			Tlei_v1.25063-RA
OG0026722			Tlei_v1.25065-RA
OG0026723			Tlei_v1.25074-RA
OG0026724			Tlei_v1.25082-RA
OG0026725			Tlei_v1.25090-RA
OG0026726			Tlei_v1.25100-RA
OG0026727			Tlei_v1.25108-RA
OG0026728			Tlei_v1.25107-RA
OG0026729			Tlei_v1.25132-RA
OG0026730			Tlei_v1.25145-RA
OG0026731			Tlei_v1.25154-RA
OG0026732			Tlei_v1.25153-RA
OG0026733			Tlei_v1.25148-RA
OG0026734			Tlei_v1.25158-RA
OG0026735			Tlei_v1.25173-RA
OG0026736			Tlei_v1.25181-RA
OG0026737			Tlei_v1.25198-RA
OG0026738			Tlei_v1.25208-RA
OG0026739			Tlei_v1.25215-RA
OG0026740			Tlei_v1.25211-RA
OG0026741			Tlei_v1.25219-RA
OG0026742			Tlei_v1.25218-RA
OG0026743			Tlei_v1.25237-RA
OG0026744			Tlei_v1.25246-RA
OG0026745			Tlei_v1.25251-RA
OG0026746			Tlei_v1.25260-RA
OG0026747			Tlei_v1.25266-RA
OG0026748			Tlei_v1.25265-RA
OG0026749			Tlei_v1.25267-RA
OG0026750			Tlei_v1.25283-RA
OG0026751			Tlei_v1.25285-RA
OG0026752			Tlei_v1.25275-RA
OG0026753			Tlei_v1.25276-RB
OG0026754			Tlei_v1.25279-RA
OG0026755			Tlei_v1.25273-RA
OG0026756			Tlei_v1.08027-RA
OG0026757			Tlei_v1.08039-RA
OG0026758			Tlei_v1.08045-RA
OG0026759			Tlei_v1.08048-RA
OG0026760			Tlei_v1.08068-RA
OG0026761			Tlei_v1.08090-RA
OG0026762			Tlei_v1.08118-RA
OG0026763			Tlei_v1.08111-RA
OG0026764			Tlei_v1.08132-RA
OG0026765			Tlei_v1.08136-RA
OG0026766			Tlei_v1.08148-RA
OG0026767			Tlei_v1.08165-RA
OG0026768			Tlei_v1.08169-RA
OG0026769			Tlei_v1.08189-RA
OG0026770			Tlei_v1.08188-RA
OG0026771			Tlei_v1.08205-RA
OG0026772			Tlei_v1.08211-RA
OG0026773			Tlei_v1.08253-RA
OG0026774			Tlei_v1.08251-RA
OG0026775			Tlei_v1.08249-RA
OG0026776			Tlei_v1.08263-RA
OG0026777			Tlei_v1.08299-RA
OG0026778			Tlei_v1.08304-RA
OG0026779			Tlei_v1.08340-RA
OG0026780			Tlei_v1.08343-RA
OG0026781			Tlei_v1.08347-RA
OG0026782			Tlei_v1.08344-RA
OG0026783			Tlei_v1.08345-RA
OG0026784			Tlei_v1.08354-RA
OG0026785			Tlei_v1.08394-RA
OG0026786			Tlei_v1.08409-RB
OG0026787			Tlei_v1.08401-RA
OG0026788			Tlei_v1.08402-RA
OG0026789			Tlei_v1.08469-RA
OG0026790			Tlei_v1.08543-RA
OG0026791			Tlei_v1.08548-RA
OG0026792			Tlei_v1.08556-RA
OG0026793			Tlei_v1.08567-RA
OG0026794			Tlei_v1.08562-RA
OG0026795			Tlei_v1.08575-RA
OG0026796			Tlei_v1.08582-RA
OG0026797			Tlei_v1.08580-RA
OG0026798			Tlei_v1.08597-RA
OG0026799			Tlei_v1.08599-RA
OG0026800			Tlei_v1.08601-RA
OG0026801			Tlei_v1.08615-RA
OG0026802			Tlei_v1.08621-RA
OG0026803			Tlei_v1.08618-RA
OG0026804			Tlei_v1.08626-RA
OG0026805			Tlei_v1.08625-RA
OG0026806			Tlei_v1.08634-RA
OG0026807			Tlei_v1.08638-RA
OG0026808			Tlei_v1.08650-RA
OG0026809			Tlei_v1.08654-RA
OG0026810			Tlei_v1.08653-RA
OG0026811			Tlei_v1.08652-RA
OG0026812			Tlei_v1.08655-RA
OG0026813			Tlei_v1.08658-RA
OG0026814			Tlei_v1.08669-RA
OG0026815			Tlei_v1.08670-RA
OG0026816			Tlei_v1.08674-RA
OG0026817			Tlei_v1.08676-RA
OG0026818			Tlei_v1.08688-RA
OG0026819			Tlei_v1.08692-RA
OG0026820			Tlei_v1.08691-RA
OG0026821			Tlei_v1.08696-RA
OG0026822			Tlei_v1.08702-RA
OG0026823			Tlei_v1.08707-RA
OG0026824			Tlei_v1.08715-RA
OG0026825			Tlei_v1.08718-RA
OG0026826			Tlei_v1.08719-RA
OG0026827			Tlei_v1.08722-RA
OG0026828			Tlei_v1.08726-RA
OG0026829			Tlei_v1.08730-RA
OG0026830			Tlei_v1.08740-RA
OG0026831			Tlei_v1.08755-RA
OG0026832			Tlei_v1.08761-RA
OG0026833			Tlei_v1.08776-RA
OG0026834			Tlei_v1.08792-RA
OG0026835			Tlei_v1.08799-RA
OG0026836			Tlei_v1.08802-RA
OG0026837			Tlei_v1.08808-RA
OG0026838			Tlei_v1.08829-RA
OG0026839			Tlei_v1.08841-RB
OG0026840			Tlei_v1.08852-RB
OG0026841			Tlei_v1.08855-RA
OG0026842			Tlei_v1.08863-RA
OG0026843			Tlei_v1.08880-RA
OG0026844			Tlei_v1.08919-RA
OG0026845			Tlei_v1.08918-RA
OG0026846			Tlei_v1.08925-RA
OG0026847			Tlei_v1.08924-RA
OG0026848			Tlei_v1.08922-RA
OG0026849			Tlei_v1.08938-RA
OG0026850			Tlei_v1.08939-RA
OG0026851			Tlei_v1.08941-RA
OG0026852			Tlei_v1.08946-RA
OG0026853			Tlei_v1.08955-RA
OG0026854			Tlei_v1.08967-RA
OG0026855			Tlei_v1.08996-RA
OG0026856			Tlei_v1.09008-RA
OG0026857			Tlei_v1.09011-RA
OG0026858			Tlei_v1.09020-RA
OG0026859			Tlei_v1.09018-RA
OG0026860			Tlei_v1.09026-RA
OG0026861			Tlei_v1.09032-RA
OG0026862			Tlei_v1.09033-RA
OG0026863			Tlei_v1.09051-RA
OG0026864			Tlei_v1.09072-RA
OG0026865			Tlei_v1.09082-RA
OG0026866			Tlei_v1.09094-RA
OG0026867			Tlei_v1.09092-RA
OG0026868			Tlei_v1.09112-RA
OG0026869			Tlei_v1.09132-RA
OG0026870			Tlei_v1.09138-RA
OG0026871			Tlei_v1.09139-RA
OG0026872			Tlei_v1.09140-RA
OG0026873			Tlei_v1.09141-RA
OG0026874			Tlei_v1.09150-RA
OG0026875			Tlei_v1.09170-RA
OG0026876			Tlei_v1.09167-RA
OG0026877			Tlei_v1.09202-RA
OG0026878			Tlei_v1.09209-RA
OG0026879			Tlei_v1.09208-RA
OG0026880			Tlei_v1.09211-RA
OG0026881			Tlei_v1.09212-RA
