Scaffold_1;HRSCAF=1 53962
Scaffold_7888;HRSCAF=10267 27132
Scaffold_7889;HRSCAF=10268 28823
Scaffold_7890;HRSCAF=10270 20498
Scaffold_7891;HRSCAF=10271 73753
Scaffold_7892;HRSCAF=10272 8305
Scaffold_7893;HRSCAF=10273 68012
Scaffold_7894;HRSCAF=10275 62984
Scaffold_7895;HRSCAF=10276 39666
Scaffold_7896;HRSCAF=10277 32322
Scaffold_7897;HRSCAF=10278 33584
Scaffold_7898;HRSCAF=10279 26737
Scaffold_7899;HRSCAF=10281 50100
Scaffold_7900;HRSCAF=10282 60259
Scaffold_7901;HRSCAF=10283 42713
Scaffold_7902;HRSCAF=10285 14191
Scaffold_7903;HRSCAF=10287 21586
Scaffold_7904;HRSCAF=10288 15139
Scaffold_7905;HRSCAF=10289 58449
Scaffold_7906;HRSCAF=10290 16973
Scaffold_7907;HRSCAF=10291 57184
Scaffold_7908;HRSCAF=10292 13047
Scaffold_7909;HRSCAF=10293 23599
Scaffold_7910;HRSCAF=10295 78096
Scaffold_7911;HRSCAF=10296 37600
Scaffold_7912;HRSCAF=10297 59449
Scaffold_7913;HRSCAF=10299 39400
Scaffold_7914;HRSCAF=10301 24450
Scaffold_7915;HRSCAF=10303 36147
Scaffold_7916;HRSCAF=10304 12066
Scaffold_7917;HRSCAF=10306 63809
Scaffold_7918;HRSCAF=10307 14483
Scaffold_7919;HRSCAF=10308 36654
Scaffold_7920;HRSCAF=10309 50382
Scaffold_7921;HRSCAF=10310 22861
Scaffold_7922;HRSCAF=10312 24414
Scaffold_7923;HRSCAF=10313 31631
Scaffold_7924;HRSCAF=10315 18379
Scaffold_7925;HRSCAF=10317 17060
Scaffold_7926;HRSCAF=10319 36845
Scaffold_7927;HRSCAF=10320 18136
Scaffold_7928;HRSCAF=10323 30926
Scaffold_7929;HRSCAF=10324 32442
Scaffold_7930;HRSCAF=10325 18566
Scaffold_7931;HRSCAF=10326 24096
Scaffold_7932;HRSCAF=10327 51351
Scaffold_7933;HRSCAF=10329 58661
Scaffold_7934;HRSCAF=10330 100460
Scaffold_7935;HRSCAF=10332 13576
Scaffold_7936;HRSCAF=10334 16382
Scaffold_7937;HRSCAF=10335 8489
Scaffold_7938;HRSCAF=10337 31478
Scaffold_7939;HRSCAF=10339 14882
Scaffold_7940;HRSCAF=10340 45338
Scaffold_7941;HRSCAF=10341 40973
Scaffold_7942;HRSCAF=10342 111164
Scaffold_7943;HRSCAF=10343 20098
Scaffold_7944;HRSCAF=10344 42338
Scaffold_7945;HRSCAF=10346 20475
Scaffold_7946;HRSCAF=10348 18319
Scaffold_7947;HRSCAF=10349 39946
Scaffold_7948;HRSCAF=10350 28990
Scaffold_7949;HRSCAF=10351 15359
Scaffold_7950;HRSCAF=10353 15732
Scaffold_7951;HRSCAF=10355 28163
Scaffold_7952;HRSCAF=10357 46026
Scaffold_7953;HRSCAF=10358 44962
Scaffold_7954;HRSCAF=10359 78433
Scaffold_7955;HRSCAF=10360 16893
Scaffold_7956;HRSCAF=10361 50338
Scaffold_7957;HRSCAF=10362 35746
Scaffold_7958;HRSCAF=10363 90075
Scaffold_7959;HRSCAF=10364 21387
Scaffold_7960;HRSCAF=10367 54702
Scaffold_7961;HRSCAF=10368 16398
Scaffold_7962;HRSCAF=10371 15862
Scaffold_7963;HRSCAF=10373 11471
Scaffold_7964;HRSCAF=10377 75150
Scaffold_7965;HRSCAF=10378 34186
Scaffold_7966;HRSCAF=10379 42169
Scaffold_7967;HRSCAF=10380 37513
Scaffold_7968;HRSCAF=10381 33444
Scaffold_7969;HRSCAF=10382 17401
Scaffold_7970;HRSCAF=10383 12832
Scaffold_7971;HRSCAF=10384 27593
Scaffold_7972;HRSCAF=10386 25552
Scaffold_7973;HRSCAF=10387 43578
Scaffold_7974;HRSCAF=10388 14578
Scaffold_7975;HRSCAF=10389 19523
Scaffold_7976;HRSCAF=10390 45007
Scaffold_7977;HRSCAF=10391 18486
Scaffold_7978;HRSCAF=10392 106536
Scaffold_7979;HRSCAF=10393 18417
Scaffold_7980;HRSCAF=10394 124555
Scaffold_7981;HRSCAF=10395 13604
Scaffold_7982;HRSCAF=10396 39382
Scaffold_7983;HRSCAF=10397 53317
Scaffold_7984;HRSCAF=10398 27689
Scaffold_7985;HRSCAF=10399 28433
Scaffold_7986;HRSCAF=10400 14846
Scaffold_7987;HRSCAF=10404 30352
Scaffold_7988;HRSCAF=10405 17346
Scaffold_7989;HRSCAF=10406 30730
Scaffold_7990;HRSCAF=10408 35533
Scaffold_7991;HRSCAF=10409 31444
Scaffold_7992;HRSCAF=10410 46061
Scaffold_7993;HRSCAF=10411 170010
Scaffold_7994;HRSCAF=10412 29679
Scaffold_7995;HRSCAF=10413 20765
Scaffold_7996;HRSCAF=10414 18456
Scaffold_7997;HRSCAF=10415 43332
Scaffold_7998;HRSCAF=10416 66765
Scaffold_7999;HRSCAF=10418 18442
Scaffold_8000;HRSCAF=10419 115535
Scaffold_8001;HRSCAF=10420 51910
Scaffold_8002;HRSCAF=10422 28097
Scaffold_8003;HRSCAF=10423 37868
Scaffold_8004;HRSCAF=10424 25863
Scaffold_8005;HRSCAF=10425 13593
Scaffold_8006;HRSCAF=10426 35762
Scaffold_8007;HRSCAF=10427 103518
Scaffold_8008;HRSCAF=10428 36235
Scaffold_8009;HRSCAF=10429 44655
Scaffold_8010;HRSCAF=10431 32488
Scaffold_8011;HRSCAF=10432 29320
Scaffold_8012;HRSCAF=10433 16794
Scaffold_8013;HRSCAF=10434 38455
Scaffold_8014;HRSCAF=10436 36382
Scaffold_8015;HRSCAF=10437 47397
Scaffold_8016;HRSCAF=10438 32882
Scaffold_8017;HRSCAF=10439 15727
Scaffold_8018;HRSCAF=10440 13235
Scaffold_8019;HRSCAF=10441 18051
Scaffold_8020;HRSCAF=10442 32079
Scaffold_8021;HRSCAF=10444 25844
Scaffold_8022;HRSCAF=10446 26156
Scaffold_8023;HRSCAF=10447 19804
Scaffold_8024;HRSCAF=10448 42404
Scaffold_8025;HRSCAF=10449 14534
Scaffold_8026;HRSCAF=10450 71533
Scaffold_8027;HRSCAF=10451 20796
Scaffold_8028;HRSCAF=10452 28074
Scaffold_8029;HRSCAF=10453 12833
Scaffold_8030;HRSCAF=10456 20761
Scaffold_8031;HRSCAF=10457 24419
Scaffold_8032;HRSCAF=10460 21790
Scaffold_8033;HRSCAF=10462 38853
Scaffold_8034;HRSCAF=10463 24894
Scaffold_8035;HRSCAF=10465 24184
Scaffold_8036;HRSCAF=10466 74865
Scaffold_8037;HRSCAF=10467 28616
Scaffold_8038;HRSCAF=10468 14043
Scaffold_8039;HRSCAF=10469 18117
Scaffold_8040;HRSCAF=10471 8166
Scaffold_8041;HRSCAF=10472 61844
Scaffold_8042;HRSCAF=10473 47242
Scaffold_8043;HRSCAF=10474 31238
Scaffold_8044;HRSCAF=10476 31013
Scaffold_8045;HRSCAF=10477 62149
Scaffold_8046;HRSCAF=10478 31826
Scaffold_8047;HRSCAF=10479 79322
Scaffold_8048;HRSCAF=10481 12652
Scaffold_8049;HRSCAF=10483 31362
Scaffold_8050;HRSCAF=10485 33086
Scaffold_8051;HRSCAF=10487 22042
Scaffold_8052;HRSCAF=10488 8137
Scaffold_8053;HRSCAF=10489 28602
Scaffold_8054;HRSCAF=10490 34142
Scaffold_8055;HRSCAF=10492 22445
Scaffold_8056;HRSCAF=10494 20025
Scaffold_8057;HRSCAF=10495 18510
Scaffold_8058;HRSCAF=10496 13856
Scaffold_8059;HRSCAF=10497 74594
Scaffold_8060;HRSCAF=10498 22882
Scaffold_8061;HRSCAF=10500 27105
Scaffold_8062;HRSCAF=10501 29356
Scaffold_8063;HRSCAF=10503 70290
Scaffold_8064;HRSCAF=10504 98413
Scaffold_8065;HRSCAF=10505 11444
Scaffold_8066;HRSCAF=10506 33284
Scaffold_8067;HRSCAF=10507 15950
Scaffold_8068;HRSCAF=10508 11937
Scaffold_8069;HRSCAF=10509 16102
Scaffold_8070;HRSCAF=10510 22824
Scaffold_8071;HRSCAF=10511 35830
Scaffold_8072;HRSCAF=10512 43386
Scaffold_8073;HRSCAF=10514 18362
Scaffold_8074;HRSCAF=10515 32715
Scaffold_8075;HRSCAF=10517 14870
Scaffold_8076;HRSCAF=10518 34267
Scaffold_8077;HRSCAF=10519 22316
Scaffold_8078;HRSCAF=10520 20597
Scaffold_8079;HRSCAF=10521 17482
Scaffold_8080;HRSCAF=10522 39148
Scaffold_8081;HRSCAF=10523 20254
Scaffold_8082;HRSCAF=10524 19860
Scaffold_8083;HRSCAF=10525 48948
Scaffold_8084;HRSCAF=10526 25113
Scaffold_8085;HRSCAF=10527 40753
Scaffold_8086;HRSCAF=10528 50226
Scaffold_8087;HRSCAF=10529 26447
Scaffold_8088;HRSCAF=10530 15788
Scaffold_8089;HRSCAF=10531 10058
Scaffold_8090;HRSCAF=10533 15103
Scaffold_8091;HRSCAF=10534 15188
Scaffold_8092;HRSCAF=10535 12982
Scaffold_8093;HRSCAF=10536 30823
Scaffold_8094;HRSCAF=10538 34831
Scaffold_8095;HRSCAF=10540 22913
Scaffold_8096;HRSCAF=10541 19950
Scaffold_8097;HRSCAF=10542 25490
Scaffold_8098;HRSCAF=10543 35725
Scaffold_8099;HRSCAF=10544 46654
Scaffold_8100;HRSCAF=10547 12532
Scaffold_8101;HRSCAF=10548 19890
Scaffold_8102;HRSCAF=10550 20063
Scaffold_8103;HRSCAF=10551 22937
Scaffold_8104;HRSCAF=10552 15347
Scaffold_8105;HRSCAF=10554 35826
Scaffold_8106;HRSCAF=10555 66516
Scaffold_8107;HRSCAF=10558 38411
Scaffold_8108;HRSCAF=10559 19202
Scaffold_8109;HRSCAF=10561 4595
Scaffold_8110;HRSCAF=10563 26791
Scaffold_8111;HRSCAF=10564 16292
Scaffold_8112;HRSCAF=10565 5761
Scaffold_8113;HRSCAF=10566 40059
Scaffold_8114;HRSCAF=10567 28769
Scaffold_8115;HRSCAF=10568 190719
Scaffold_8116;HRSCAF=10569 20635
Scaffold_8117;HRSCAF=10570 14422
Scaffold_8118;HRSCAF=10571 62814
Scaffold_8119;HRSCAF=10575 29851
Scaffold_8120;HRSCAF=10576 28654
Scaffold_8121;HRSCAF=10577 172175
Scaffold_8122;HRSCAF=10578 35401
Scaffold_8123;HRSCAF=10580 24077
Scaffold_8124;HRSCAF=10582 23699
Scaffold_8125;HRSCAF=10583 5501
Scaffold_8126;HRSCAF=10585 56712
Scaffold_8127;HRSCAF=10586 15125
Scaffold_8128;HRSCAF=10587 21691
Scaffold_8129;HRSCAF=10588 19213
Scaffold_8130;HRSCAF=10589 40470
Scaffold_8131;HRSCAF=10590 42311
Scaffold_8132;HRSCAF=10591 25223
Scaffold_8133;HRSCAF=10592 293311
Scaffold_8134;HRSCAF=10593 47279
Scaffold_8135;HRSCAF=10594 24340
Scaffold_8136;HRSCAF=10596 20266
Scaffold_8137;HRSCAF=10598 31775
Scaffold_8138;HRSCAF=10599 23884
Scaffold_8139;HRSCAF=10601 21681
Scaffold_8140;HRSCAF=10602 51726
Scaffold_8141;HRSCAF=10604 14749
Scaffold_8142;HRSCAF=10605 39119
Scaffold_8143;HRSCAF=10606 23555
Scaffold_8144;HRSCAF=10608 14660
Scaffold_8145;HRSCAF=10610 76271
Scaffold_8146;HRSCAF=10611 43746
Scaffold_8147;HRSCAF=10613 11227
Scaffold_8148;HRSCAF=10614 43558
Scaffold_8149;HRSCAF=10616 56833
Scaffold_8150;HRSCAF=10617 21288
Scaffold_8151;HRSCAF=10619 21495
Scaffold_8152;HRSCAF=10623 25908
Scaffold_8153;HRSCAF=10625 24062
Scaffold_8154;HRSCAF=10626 29661
Scaffold_8155;HRSCAF=10629 14711
Scaffold_8156;HRSCAF=10632 32949
Scaffold_8157;HRSCAF=10633 34791
Scaffold_8158;HRSCAF=10634 28916
Scaffold_8159;HRSCAF=10635 53204
Scaffold_8160;HRSCAF=10636 44284
Scaffold_8161;HRSCAF=10637 39649
Scaffold_8162;HRSCAF=10638 30935
Scaffold_8163;HRSCAF=10639 32543
Scaffold_8164;HRSCAF=10640 13702
Scaffold_8165;HRSCAF=10642 24028
Scaffold_8166;HRSCAF=10643 28286
Scaffold_8167;HRSCAF=10645 15040
Scaffold_8168;HRSCAF=10646 24423
Scaffold_8169;HRSCAF=10648 33316
Scaffold_8170;HRSCAF=10649 13984
Scaffold_8171;HRSCAF=10650 22505
Scaffold_8172;HRSCAF=10652 46518
Scaffold_8173;HRSCAF=10653 19887
Scaffold_8174;HRSCAF=10654 28748
Scaffold_8175;HRSCAF=10656 35460
Scaffold_8176;HRSCAF=10657 37037
Scaffold_8177;HRSCAF=10658 31921
Scaffold_8178;HRSCAF=10659 24635
Scaffold_8179;HRSCAF=10660 55615
Scaffold_8180;HRSCAF=10661 73395
Scaffold_8181;HRSCAF=10663 26833
Scaffold_8182;HRSCAF=10664 37309
Scaffold_8183;HRSCAF=10665 17004
Scaffold_8184;HRSCAF=10667 19303
Scaffold_8185;HRSCAF=10668 46651
Scaffold_8186;HRSCAF=10670 26465
Scaffold_8187;HRSCAF=10671 15264
Scaffold_8188;HRSCAF=10672 20595
Scaffold_8189;HRSCAF=10674 32971
Scaffold_8190;HRSCAF=10675 49186
Scaffold_8191;HRSCAF=10676 18444
Scaffold_8192;HRSCAF=10678 18584
Scaffold_8193;HRSCAF=10680 40255
Scaffold_8194;HRSCAF=10682 29310
Scaffold_8195;HRSCAF=10684 30994
Scaffold_8196;HRSCAF=10686 29162
Scaffold_8197;HRSCAF=10687 85272
Scaffold_8198;HRSCAF=10688 26523
Scaffold_8199;HRSCAF=10689 19511
Scaffold_8200;HRSCAF=10690 33433
Scaffold_8201;HRSCAF=10692 15506
Scaffold_8202;HRSCAF=10694 20950
Scaffold_8203;HRSCAF=10696 28909
Scaffold_8204;HRSCAF=10697 16900
Scaffold_8205;HRSCAF=10698 51860
Scaffold_8206;HRSCAF=10700 13296
Scaffold_8207;HRSCAF=10701 17747
Scaffold_8208;HRSCAF=10703 26294
Scaffold_8209;HRSCAF=10705 15493
Scaffold_8210;HRSCAF=10706 138591
Scaffold_8211;HRSCAF=10707 23136
Scaffold_8212;HRSCAF=10708 39141
Scaffold_8213;HRSCAF=10710 115164
Scaffold_8214;HRSCAF=10711 17372
Scaffold_8215;HRSCAF=10712 42181
Scaffold_8216;HRSCAF=10715 12711
Scaffold_8217;HRSCAF=10716 18423
Scaffold_8218;HRSCAF=10718 20296
Scaffold_8219;HRSCAF=10720 36294
Scaffold_8220;HRSCAF=10722 48816
Scaffold_8221;HRSCAF=10723 42193
Scaffold_8222;HRSCAF=10724 28296
Scaffold_8223;HRSCAF=10725 18393
Scaffold_8224;HRSCAF=10726 12250
Scaffold_8225;HRSCAF=10728 35907
Scaffold_8226;HRSCAF=10729 66632
Scaffold_8227;HRSCAF=10730 29784
Scaffold_8228;HRSCAF=10732 21973
Scaffold_8229;HRSCAF=10733 77945
Scaffold_8230;HRSCAF=10734 56220
Scaffold_8231;HRSCAF=10735 34631
Scaffold_8232;HRSCAF=10736 29380
Scaffold_8233;HRSCAF=10737 59872
Scaffold_8234;HRSCAF=10738 31305
Scaffold_8235;HRSCAF=10739 35308
Scaffold_8236;HRSCAF=10740 23159
Scaffold_8237;HRSCAF=10741 21207
Scaffold_8238;HRSCAF=10742 14532
Scaffold_8239;HRSCAF=10743 23563
Scaffold_8240;HRSCAF=10744 33849
Scaffold_8241;HRSCAF=10745 19488
Scaffold_8242;HRSCAF=10746 30604
Scaffold_8243;HRSCAF=10747 23683
Scaffold_8244;HRSCAF=10748 17503
Scaffold_8245;HRSCAF=10749 17214
Scaffold_8246;HRSCAF=10751 52706
Scaffold_8247;HRSCAF=10752 76650
Scaffold_8248;HRSCAF=10753 40647
Scaffold_8249;HRSCAF=10754 22234
Scaffold_8250;HRSCAF=10755 31462
Scaffold_8251;HRSCAF=10756 22198
Scaffold_8252;HRSCAF=10757 18930
Scaffold_8253;HRSCAF=10758 24168
Scaffold_8254;HRSCAF=10759 47485
Scaffold_8255;HRSCAF=10760 11102
Scaffold_8256;HRSCAF=10762 28728
Scaffold_8257;HRSCAF=10763 18477
Scaffold_8258;HRSCAF=10764 62565
Scaffold_8259;HRSCAF=10766 26083
Scaffold_8260;HRSCAF=10767 23833
Scaffold_8261;HRSCAF=10769 17622
Scaffold_8262;HRSCAF=10770 25060
Scaffold_8263;HRSCAF=10771 28865
Scaffold_8264;HRSCAF=10773 14262
Scaffold_8265;HRSCAF=10774 13524
Scaffold_8266;HRSCAF=10775 29248
Scaffold_8267;HRSCAF=10776 45907
Scaffold_8268;HRSCAF=10777 19498
Scaffold_8269;HRSCAF=10779 20967
Scaffold_8270;HRSCAF=10780 23096
Scaffold_8271;HRSCAF=10781 29851
Scaffold_8272;HRSCAF=10783 19624
Scaffold_8273;HRSCAF=10785 19567
Scaffold_8274;HRSCAF=10786 113227
Scaffold_8275;HRSCAF=10787 35630
Scaffold_8276;HRSCAF=10788 30910
Scaffold_8277;HRSCAF=10789 26440
Scaffold_8278;HRSCAF=10790 28565
Scaffold_8279;HRSCAF=10791 14840
Scaffold_8280;HRSCAF=10792 30771
Scaffold_8281;HRSCAF=10793 53234
Scaffold_8282;HRSCAF=10794 36498
Scaffold_8283;HRSCAF=10795 15200
Scaffold_8284;HRSCAF=10797 27642
Scaffold_8285;HRSCAF=10799 27706
Scaffold_8286;HRSCAF=10800 100373
Scaffold_8287;HRSCAF=10801 77000
Scaffold_8288;HRSCAF=10802 21446
Scaffold_8289;HRSCAF=10803 32435
Scaffold_8290;HRSCAF=10804 30548
Scaffold_8291;HRSCAF=10805 27603
Scaffold_8292;HRSCAF=10806 14669
Scaffold_8293;HRSCAF=10807 18086
Scaffold_8294;HRSCAF=10808 6483
Scaffold_8295;HRSCAF=10809 31406
Scaffold_8296;HRSCAF=10810 66181
Scaffold_8297;HRSCAF=10811 16185
Scaffold_8298;HRSCAF=10813 21833
Scaffold_8299;HRSCAF=10814 20238
Scaffold_8300;HRSCAF=10815 111273
Scaffold_8301;HRSCAF=10816 29163
Scaffold_8302;HRSCAF=10819 62963
Scaffold_8303;HRSCAF=10822 19832
Scaffold_8304;HRSCAF=10823 15133
Scaffold_8305;HRSCAF=10824 10377
Scaffold_8306;HRSCAF=10826 16918
Scaffold_8307;HRSCAF=10827 44011
Scaffold_8308;HRSCAF=10828 42900
Scaffold_8309;HRSCAF=10829 24000
Scaffold_8310;HRSCAF=10832 17476
Scaffold_8311;HRSCAF=10833 36738
Scaffold_8312;HRSCAF=10834 41897
Scaffold_8313;HRSCAF=10835 15153
Scaffold_8314;HRSCAF=10836 15995
Scaffold_8315;HRSCAF=10837 44046
Scaffold_8316;HRSCAF=10838 30486
Scaffold_8317;HRSCAF=10839 47360
Scaffold_8318;HRSCAF=10840 14818
Scaffold_8319;HRSCAF=10841 37716
Scaffold_8320;HRSCAF=10842 29770
Scaffold_8321;HRSCAF=10843 23571
Scaffold_8322;HRSCAF=10845 15786
Scaffold_8323;HRSCAF=10846 94774
Scaffold_8324;HRSCAF=10847 47239
Scaffold_8325;HRSCAF=10849 19526
Scaffold_8326;HRSCAF=10850 41520
Scaffold_8327;HRSCAF=10851 35194
Scaffold_8328;HRSCAF=10852 48798
Scaffold_8329;HRSCAF=10853 16148
Scaffold_8330;HRSCAF=10854 44109
Scaffold_8331;HRSCAF=10856 55624
Scaffold_8332;HRSCAF=10857 89346
Scaffold_8333;HRSCAF=10858 57020
Scaffold_8334;HRSCAF=10859 23667
Scaffold_8335;HRSCAF=10860 20177
Scaffold_8336;HRSCAF=10861 29238
Scaffold_8337;HRSCAF=10862 56500
Scaffold_8338;HRSCAF=10863 139681
Scaffold_8339;HRSCAF=10864 49940
Scaffold_8340;HRSCAF=10865 32781
Scaffold_8341;HRSCAF=10866 41850
Scaffold_8342;HRSCAF=10868 21485
Scaffold_8343;HRSCAF=10869 19629
Scaffold_8344;HRSCAF=10870 23374
Scaffold_8345;HRSCAF=10873 11010
Scaffold_8346;HRSCAF=10874 22284
Scaffold_8347;HRSCAF=10875 23963
Scaffold_8348;HRSCAF=10876 28785
Scaffold_8349;HRSCAF=10877 5552
Scaffold_8350;HRSCAF=10878 47472
Scaffold_8351;HRSCAF=10879 35757
Scaffold_8352;HRSCAF=10880 45672
Scaffold_8353;HRSCAF=10881 39572
Scaffold_8354;HRSCAF=10882 21896
Scaffold_8355;HRSCAF=10884 30125
Scaffold_8356;HRSCAF=10886 15880
Scaffold_8357;HRSCAF=10889 40880
Scaffold_8358;HRSCAF=10891 14033
Scaffold_8359;HRSCAF=10893 20493
Scaffold_8360;HRSCAF=10894 37294
Scaffold_8361;HRSCAF=10895 20230
Scaffold_8362;HRSCAF=10896 24841
Scaffold_8363;HRSCAF=10897 13868
Scaffold_8364;HRSCAF=10899 27555
Scaffold_8365;HRSCAF=10900 149341
Scaffold_8366;HRSCAF=10901 61876
Scaffold_8367;HRSCAF=10902 21291
Scaffold_8368;HRSCAF=10903 35991
Scaffold_8369;HRSCAF=10906 13672
Scaffold_8370;HRSCAF=10908 15641
Scaffold_8371;HRSCAF=10909 14210
Scaffold_8372;HRSCAF=10910 48406
Scaffold_8373;HRSCAF=10911 130975
Scaffold_8374;HRSCAF=10912 71677
Scaffold_8375;HRSCAF=10913 82835
Scaffold_8376;HRSCAF=10914 15969
Scaffold_8377;HRSCAF=10916 4959
Scaffold_8378;HRSCAF=10917 34873
Scaffold_8379;HRSCAF=10920 55508
Scaffold_8380;HRSCAF=10921 30612
Scaffold_8381;HRSCAF=10922 12403
Scaffold_8382;HRSCAF=10923 40015
Scaffold_8383;HRSCAF=10924 10388
Scaffold_8384;HRSCAF=10925 35952
Scaffold_8385;HRSCAF=10926 21943
Scaffold_8386;HRSCAF=10927 15003
Scaffold_8387;HRSCAF=10928 34874
Scaffold_8388;HRSCAF=10929 13314
Scaffold_8389;HRSCAF=10930 65207
Scaffold_8390;HRSCAF=10931 69746
Scaffold_8391;HRSCAF=10932 18321
Scaffold_8392;HRSCAF=10935 20178
Scaffold_8393;HRSCAF=10937 14114
Scaffold_8394;HRSCAF=10938 49858
Scaffold_8395;HRSCAF=10940 23154
Scaffold_8396;HRSCAF=10941 28437
Scaffold_8397;HRSCAF=10942 38328
Scaffold_8398;HRSCAF=10944 24212
Scaffold_8399;HRSCAF=10946 60429571
Scaffold_8400;HRSCAF=10947 61333
Scaffold_8401;HRSCAF=10948 72864
Scaffold_8402;HRSCAF=10949 41615
Scaffold_8403;HRSCAF=10951 57991
Scaffold_8404;HRSCAF=10953 16902
Scaffold_8405;HRSCAF=10955 101585
Scaffold_8406;HRSCAF=10956 9941
Scaffold_8407;HRSCAF=10957 52497
Scaffold_8408;HRSCAF=10958 42934
Scaffold_8409;HRSCAF=10959 21606
Scaffold_8410;HRSCAF=10960 24854
Scaffold_8411;HRSCAF=10962 32014
Scaffold_8412;HRSCAF=10963 26616
Scaffold_8413;HRSCAF=10965 17106
Scaffold_8414;HRSCAF=10966 14436
Scaffold_8415;HRSCAF=10967 10651
Scaffold_8416;HRSCAF=10968 15897
Scaffold_8417;HRSCAF=10969 54192
Scaffold_8418;HRSCAF=10970 16059
Scaffold_8419;HRSCAF=10972 76760
Scaffold_8420;HRSCAF=10973 51685
Scaffold_8421;HRSCAF=10974 28799
Scaffold_8422;HRSCAF=10975 24847
Scaffold_8423;HRSCAF=10976 56355
Scaffold_8424;HRSCAF=10977 43427
Scaffold_8425;HRSCAF=10978 18887
Scaffold_8426;HRSCAF=10979 59755
Scaffold_8427;HRSCAF=10981 12450
Scaffold_8428;HRSCAF=10982 49494
Scaffold_8429;HRSCAF=10983 12810
Scaffold_8430;HRSCAF=10984 35313
Scaffold_8431;HRSCAF=10985 13136
Scaffold_8432;HRSCAF=10986 26751
Scaffold_8433;HRSCAF=10987 33156
Scaffold_8434;HRSCAF=10988 97125
Scaffold_8435;HRSCAF=10989 54886
Scaffold_8436;HRSCAF=10990 14025
Scaffold_8437;HRSCAF=10992 104059
Scaffold_8438;HRSCAF=10993 103636
Scaffold_8439;HRSCAF=10995 24129
Scaffold_8440;HRSCAF=10996 22112
Scaffold_8441;HRSCAF=10997 40460
Scaffold_8442;HRSCAF=10999 17071
Scaffold_8443;HRSCAF=11000 20960
Scaffold_8444;HRSCAF=11001 49921
Scaffold_8445;HRSCAF=11002 39132
Scaffold_8446;HRSCAF=11003 26714
Scaffold_8447;HRSCAF=11004 30334
Scaffold_8448;HRSCAF=11005 33364
Scaffold_8449;HRSCAF=11006 22974
Scaffold_8450;HRSCAF=11007 63149
Scaffold_8451;HRSCAF=11008 36328
Scaffold_8452;HRSCAF=11009 22709
Scaffold_8453;HRSCAF=11010 27413
Scaffold_8454;HRSCAF=11011 31294
Scaffold_8455;HRSCAF=11012 18953
Scaffold_8456;HRSCAF=11013 18705
Scaffold_8457;HRSCAF=11014 17929
Scaffold_8458;HRSCAF=11015 47331
Scaffold_8459;HRSCAF=11016 13876
Scaffold_8460;HRSCAF=11017 21933
Scaffold_8461;HRSCAF=11018 14489
Scaffold_8462;HRSCAF=11020 91863
Scaffold_8463;HRSCAF=11021 23364
Scaffold_8464;HRSCAF=11023 12046
Scaffold_8465;HRSCAF=11024 57044
Scaffold_8466;HRSCAF=11026 45609
Scaffold_8467;HRSCAF=11027 1038
Scaffold_8468;HRSCAF=11028 21981
Scaffold_8469;HRSCAF=11029 32309
Scaffold_8470;HRSCAF=11032 20085
Scaffold_8471;HRSCAF=11033 40756
Scaffold_8472;HRSCAF=11034 117519
Scaffold_8473;HRSCAF=11035 65603
Scaffold_8474;HRSCAF=11036 14866
Scaffold_8475;HRSCAF=11037 24778
Scaffold_8476;HRSCAF=11038 12689
Scaffold_8477;HRSCAF=11039 16368
Scaffold_8478;HRSCAF=11041 34742
Scaffold_8479;HRSCAF=11042 28460
Scaffold_8480;HRSCAF=11043 133663
Scaffold_8481;HRSCAF=11045 16061
Scaffold_8482;HRSCAF=11046 16117
Scaffold_8483;HRSCAF=11047 26403
Scaffold_8484;HRSCAF=11048 17101
Scaffold_8485;HRSCAF=11049 19067
Scaffold_8486;HRSCAF=11050 37172
Scaffold_8487;HRSCAF=11051 14736
Scaffold_8488;HRSCAF=11053 17377
Scaffold_8489;HRSCAF=11054 16918
Scaffold_8490;HRSCAF=11055 27110
Scaffold_8491;HRSCAF=11056 75072
Scaffold_8492;HRSCAF=11057 28262
Scaffold_8493;HRSCAF=11058 40680
Scaffold_8494;HRSCAF=11059 28048
Scaffold_8495;HRSCAF=11060 22172
Scaffold_8496;HRSCAF=11061 16159
Scaffold_8497;HRSCAF=11062 14992
Scaffold_8498;HRSCAF=11064 15645
Scaffold_8499;HRSCAF=11065 19128
Scaffold_8500;HRSCAF=11066 15326
Scaffold_8501;HRSCAF=11068 13095
Scaffold_8502;HRSCAF=11069 90221
Scaffold_8503;HRSCAF=11070 24404
Scaffold_8504;HRSCAF=11071 31675
Scaffold_8505;HRSCAF=11072 28869
Scaffold_8506;HRSCAF=11074 42857
Scaffold_8507;HRSCAF=11075 27712
Scaffold_8508;HRSCAF=11076 60127
Scaffold_8509;HRSCAF=11078 19087
Scaffold_8510;HRSCAF=11079 19801
Scaffold_8511;HRSCAF=11080 23765
Scaffold_8512;HRSCAF=11083 30654
Scaffold_8513;HRSCAF=11085 19674
Scaffold_8514;HRSCAF=11087 19964
Scaffold_8515;HRSCAF=11088 15167
Scaffold_8516;HRSCAF=11091 18139
Scaffold_8517;HRSCAF=11094 47547
Scaffold_8518;HRSCAF=11095 34009
Scaffold_8519;HRSCAF=11096 17345
Scaffold_8520;HRSCAF=11098 33116
Scaffold_8521;HRSCAF=11099 40827
Scaffold_8522;HRSCAF=11100 21545
