Category	ID	Term	adj_pval	Orthogroups	Genes
CC	GO:0000139	Golgi membrane	8.2e-05	OG0001045, OG0006481, OG0012668, OG0000760, OG0017977, OG0008579, OG0001382, OG0012492, OG0018453, OG0006404, OG0001284, OG0002979, OG0006128, OG0001143, OG0001637, OG0019116, OG0011059, OG0016343, OG0000776, OG0001702, OG0001691, OG0005773, OG0016585, OG0001257, OG0019232, OG0003791, OG0004441, OG0010223, OG0002755, OG0014577, OG0007663, OG0007759, OG0007813, OG0012226, OG0004418, OG0001365, OG0011570, OG0011950, OG0011903, OG0013023, OG0000812, OG0016892, OG0010000, OG0010016, OG0010022, OG0010034, OG0010119, OG0010642, OG0005382, OG0000542, OG0019586, OG0010508, OG0003929, OG0018300, OG0009245, OG0009436	Tfasc_v1.00127, Tfasc_v1.01218, Tfasc_v1.02018, Tfasc_v1.03367, Tfasc_v1.04313, Tfasc_v1.04503, Tfasc_v1.04678, Tfasc_v1.04983, Tfasc_v1.05321, Tfasc_v1.05615, Tfasc_v1.05965, Tfasc_v1.06348, Tfasc_v1.06406, Tfasc_v1.06549, Tfasc_v1.06683, Tfasc_v1.07614, Tfasc_v1.08092, Tfasc_v1.08691, Tfasc_v1.10857, Tfasc_v1.11228, Tfasc_v1.11338, Tfasc_v1.12175, Tfasc_v1.12982, Tfasc_v1.14059, Tfasc_v1.14096, Tfasc_v1.14262, Tfasc_v1.14489, Tfasc_v1.14638, Tfasc_v1.15893, Tfasc_v1.16114, Tfasc_v1.17678, Tfasc_v1.18523, Tfasc_v1.18697, Tfasc_v1.20034, Tfasc_v1.20259, Tfasc_v1.20376, Tfasc_v1.21336, Tfasc_v1.21421, Tfasc_v1.21487, Tfasc_v1.22416, Tfasc_v1.22941, Tfasc_v1.23184, Tfasc_v1.23277, Tfasc_v1.23656, Tfasc_v1.23713, Tfasc_v1.23996, Tfasc_v1.26612, Tfasc_v1.26646, Tfasc_v1.26653, Tfasc_v1.26689, Tfasc_v1.26845, Tfasc_v1.26983, Tfasc_v1.27400, Tfasc_v1.28141, Tfasc_v1.28217, Tfasc_v1.28705, Tfasc_v1.28895, Tfasc_v1.29278, Tfasc_v1.29307, Tfasc_v1.30347
CC	GO:0030126	COPI vesicle coat	0.00047	OG0001045, OG0012668, OG0000760, OG0001637, OG0019116, OG0001257, OG0013023, OG0000812, OG0010119	Tfasc_v1.00127, Tfasc_v1.02018, Tfasc_v1.03367, Tfasc_v1.06683, Tfasc_v1.07614, Tfasc_v1.11228, Tfasc_v1.14262, Tfasc_v1.16114, Tfasc_v1.21421, Tfasc_v1.23656, Tfasc_v1.23713, Tfasc_v1.26845
CC	GO:0009570	chloroplast stroma	0.00211	OG0015299, OG0013317, OG0001638, OG0013892, OG0004888, OG0009917, OG0013576, OG0002517, OG0000325, OG0003532, OG0008471, OG0004830, OG0015889, OG0006373, OG0003029, OG0006317, OG0006126, OG0015542, OG0010360, OG0015499, OG0011061, OG0003196, OG0007198, OG0007228, OG0003253, OG0011006, OG0004112, OG0010812, OG0010694, OG0011740, OG0002594, OG0014518, OG0005319, OG0005721, OG0005779, OG0002429, OG0019234, OG0016015, OG0014294, OG0014045, OG0001528, OG0010216, OG0015042, OG0002353, OG0015238, OG0019528, OG0003327, OG0016812, OG0019581, OG0012729, OG0012270, OG0012265, OG0012246, OG0001006, OG0012418, OG0012776, OG0018186, OG0014977, OG0018187, OG0003269, OG0007337, OG0015059, OG0011563, OG0011925, OG0011861, OG0008755, OG0016889, OG0003568, OG0008954, OG0005087, OG0009626, OG0009553, OG0009509, OG0015443, OG0015633, OG0018623, OG0009995, OG0010005, OG0002220, OG0000772, OG0019027, OG0006917, OG0002629, OG0010308, OG0004140, OG0000947, OG0009282, OG0009291, OG0003712	Tfasc_v1.00028, Tfasc_v1.00845, Tfasc_v1.01963, Tfasc_v1.02794, Tfasc_v1.03321, Tfasc_v1.03396, Tfasc_v1.03604, Tfasc_v1.04081, Tfasc_v1.04301, Tfasc_v1.04352, Tfasc_v1.04688, Tfasc_v1.05234, Tfasc_v1.05502, Tfasc_v1.05697, Tfasc_v1.05848, Tfasc_v1.05903, Tfasc_v1.06405, Tfasc_v1.06533, Tfasc_v1.07864, Tfasc_v1.07894, Tfasc_v1.08093, Tfasc_v1.08668, Tfasc_v1.08989, Tfasc_v1.09052, Tfasc_v1.09137, Tfasc_v1.10777, Tfasc_v1.10858, Tfasc_v1.11845, Tfasc_v1.12084, Tfasc_v1.12312, Tfasc_v1.12842, Tfasc_v1.12925, Tfasc_v1.13329, Tfasc_v1.13849, Tfasc_v1.14032, Tfasc_v1.14385, Tfasc_v1.14533, Tfasc_v1.14544, Tfasc_v1.17045, Tfasc_v1.17322, Tfasc_v1.17387, Tfasc_v1.17658, Tfasc_v1.18009, Tfasc_v1.18192, Tfasc_v1.19808, Tfasc_v1.19810, Tfasc_v1.19953, Tfasc_v1.20396, Tfasc_v1.20533, Tfasc_v1.20732, Tfasc_v1.21205, Tfasc_v1.21233, Tfasc_v1.21265, Tfasc_v1.21612, Tfasc_v1.21902, Tfasc_v1.21952, Tfasc_v1.22086, Tfasc_v1.22089, Tfasc_v1.22090, Tfasc_v1.22611, Tfasc_v1.22651, Tfasc_v1.22844, Tfasc_v1.22969, Tfasc_v1.23223, Tfasc_v1.23368, Tfasc_v1.23969, Tfasc_v1.23978, Tfasc_v1.24017, Tfasc_v1.24346, Tfasc_v1.24495, Tfasc_v1.24937, Tfasc_v1.25117, Tfasc_v1.25189, Tfasc_v1.25888, Tfasc_v1.26097, Tfasc_v1.26530, Tfasc_v1.26595, Tfasc_v1.26614, Tfasc_v1.26827, Tfasc_v1.26930, Tfasc_v1.27443, Tfasc_v1.27644, Tfasc_v1.28204, Tfasc_v1.28736, Tfasc_v1.29014, Tfasc_v1.29215, Tfasc_v1.29579, Tfasc_v1.29919, Tfasc_v1.29949, Tfasc_v1.30213
CC	GO:0016282	eukaryotic 43S preinitiation complex	0.00447	OG0002012, OG0009037, OG0014010, OG0003364, OG0009607, OG0009204, OG0013439	Tfasc_v1.03835, Tfasc_v1.16483, Tfasc_v1.18833, Tfasc_v1.20298, Tfasc_v1.24984, Tfasc_v1.29428, Tfasc_v1.30579
CC	GO:1990904	ribonucleoprotein complex	0.0047	OG0017226, OG0002601, OG0006487, OG0006495, OG0006538, OG0012572, OG0012615, OG0003776, OG0002012, OG0015414, OG0000999, OG0003548, OG0012528, OG0005963, OG0006166, OG0010665, OG0002161, OG0001115, OG0013143, OG0010407, OG0003969, OG0011078, OG0013107, OG0004134, OG0007065, OG0007200, OG0007231, OG0007226, OG0008423, OG0001426, OG0010817, OG0012555, OG0002159, OG0013072, OG0005871, OG0015018, OG0007988, OG0008065, OG0001461, OG0009685, OG0005539, OG0009037, OG0014034, OG0010234, OG0014194, OG0014873, OG0014010, OG0014102, OG0003364, OG0007822, OG0012742, OG0012407, OG0001866, OG0018577, OG0004408, OG0004809, OG0007468, OG0007397, OG0001243, OG0011865, OG0011860, OG0011859, OG0005106, OG0008960, OG0002111, OG0009607, OG0000769, OG0003730, OG0003725, OG0015335, OG0010026, OG0015719, OG0007002, OG0016710, OG0003174, OG0011077, OG0019613, OG0010514, OG0010557, OG0010288, OG0004140, OG0009247, OG0009208, OG0009204, OG0009171, OG0013436, OG0013439, OG0016039, OG0016026	Tfasc_v1.00120, Tfasc_v1.00552, Tfasc_v1.01231, Tfasc_v1.01256, Tfasc_v1.01344, Tfasc_v1.01822, Tfasc_v1.01903, Tfasc_v1.02207, Tfasc_v1.03835, Tfasc_v1.04256, Tfasc_v1.04738, Tfasc_v1.04809, Tfasc_v1.04880, Tfasc_v1.06130, Tfasc_v1.06301, Tfasc_v1.07134, Tfasc_v1.07270, Tfasc_v1.07572, Tfasc_v1.07576, Tfasc_v1.07763, Tfasc_v1.07772, Tfasc_v1.08057, Tfasc_v1.08275, Tfasc_v1.08332, Tfasc_v1.08725, Tfasc_v1.08985, Tfasc_v1.09053, Tfasc_v1.09055, Tfasc_v1.09301, Tfasc_v1.09461, Tfasc_v1.11832, Tfasc_v1.12647, Tfasc_v1.12913, Tfasc_v1.13101, Tfasc_v1.14170, Tfasc_v1.14734, Tfasc_v1.15018, Tfasc_v1.15131, Tfasc_v1.15677, Tfasc_v1.16136, Tfasc_v1.16183, Tfasc_v1.16483, Tfasc_v1.17301, Tfasc_v1.17703, Tfasc_v1.17753, Tfasc_v1.17825, Tfasc_v1.18833, Tfasc_v1.19725, Tfasc_v1.20298, Tfasc_v1.20391, Tfasc_v1.20770, Tfasc_v1.20936, Tfasc_v1.20976, Tfasc_v1.21417, Tfasc_v1.21599, Tfasc_v1.22200, Tfasc_v1.22391, Tfasc_v1.22547, Tfasc_v1.23162, Tfasc_v1.23360, Tfasc_v1.23370, Tfasc_v1.23374, Tfasc_v1.23626, Tfasc_v1.24100, Tfasc_v1.24364, Tfasc_v1.24578, Tfasc_v1.24579, Tfasc_v1.24984, Tfasc_v1.25115, Tfasc_v1.25327, Tfasc_v1.25370, Tfasc_v1.25689, Tfasc_v1.26656, Tfasc_v1.26901, Tfasc_v1.27174, Tfasc_v1.27529, Tfasc_v1.27540, Tfasc_v1.27895, Tfasc_v1.28647, Tfasc_v1.28715, Tfasc_v1.28819, Tfasc_v1.28966, Tfasc_v1.29215, Tfasc_v1.29305, Tfasc_v1.29417, Tfasc_v1.29428, Tfasc_v1.29822, Tfasc_v1.30569, Tfasc_v1.30579, Tfasc_v1.30653, Tfasc_v1.30679, Tfasc_v1.30699
CC	GO:0005968	Rab-protein geranylgeranyltransferase complex	0.00635	OG0006090, OG0012883, OG0003763	Tfasc_v1.06433, Tfasc_v1.09242, Tfasc_v1.25014
CC	GO:0005784	Sec61 translocon complex	0.00635	OG0002488, OG0002068	Tfasc_v1.02159, Tfasc_v1.09312, Tfasc_v1.11326
CC	GO:0017119	Golgi transport complex	0.00677	OG0001665, OG0013482, OG0004347, OG0016892, OG0000769, OG0006836	Tfasc_v1.08304, Tfasc_v1.11677, Tfasc_v1.12440, Tfasc_v1.12444, Tfasc_v1.23996, Tfasc_v1.25115, Tfasc_v1.26836, Tfasc_v1.27794
CC	GO:0033290	eukaryotic 48S preinitiation complex	0.00752	OG0002012, OG0009037, OG0014010, OG0003364, OG0009607, OG0009204, OG0013439	Tfasc_v1.03835, Tfasc_v1.16483, Tfasc_v1.18833, Tfasc_v1.20298, Tfasc_v1.24984, Tfasc_v1.29428, Tfasc_v1.30579
CC	GO:0008250	oligosaccharyltransferase complex	0.0079	OG0006533, OG0002630, OG0008013, OG0011976, OG0000542, OG0009159	Tfasc_v1.01320, Tfasc_v1.01753, Tfasc_v1.15041, Tfasc_v1.21707, Tfasc_v1.28141, Tfasc_v1.29791
CC	GO:0030173	integral component of Golgi membrane	0.01119	OG0001702, OG0003791, OG0004441, OG0010223, OG0014577, OG0007759, OG0001365, OG0010016, OG0010022, OG0003929, OG0018300	Tfasc_v1.12175, Tfasc_v1.14638, Tfasc_v1.15893, Tfasc_v1.17678, Tfasc_v1.18697, Tfasc_v1.20259, Tfasc_v1.22416, Tfasc_v1.26646, Tfasc_v1.26653, Tfasc_v1.28895, Tfasc_v1.29278
CC	GO:0005779	integral component of peroxisomal membrane	0.01335	OG0013344, OG0002278, OG0013399, OG0018063, OG0000018, OG0019605	Tfasc_v1.02429, Tfasc_v1.07042, Tfasc_v1.10183, Tfasc_v1.10184, Tfasc_v1.10193, Tfasc_v1.28447
CC	GO:0005852	eukaryotic translation initiation factor 3 complex	0.01408	OG0002012, OG0009037, OG0014010, OG0003364, OG0009607, OG0009204, OG0013439	Tfasc_v1.03835, Tfasc_v1.16483, Tfasc_v1.18833, Tfasc_v1.20298, Tfasc_v1.24984, Tfasc_v1.29428, Tfasc_v1.30579
CC	GO:0000974	Prp19 complex	0.01411	OG0002601, OG0013143, OG0001866, OG0003174, OG0011077	Tfasc_v1.00552, Tfasc_v1.07576, Tfasc_v1.20976, Tfasc_v1.27540, Tfasc_v1.27895
CC	GO:0009535	chloroplast thylakoid membrane	0.01592	OG0016010, OG0012615, OG0016311, OG0014012, OG0000325, OG0008537, OG0008703, OG0006285, OG0003004, OG0004853, OG0015542, OG0012405, OG0010403, OG0010360, OG0011134, OG0003201, OG0003240, OG0004126, OG0011006, OG0005848, OG0005865, OG0014950, OG0009014, OG0014193, OG0014194, OG0012949, OG0015846, OG0014591, OG0007822, OG0014314, OG0007383, OG0007305, OG0005261, OG0008787, OG0014644, OG0009606, OG0009509, OG0009491, OG0015443, OG0006754, OG0003129, OG0009291, OG0009320	Tfasc_v1.00898, Tfasc_v1.01903, Tfasc_v1.02304, Tfasc_v1.03089, Tfasc_v1.04301, Tfasc_v1.04589, Tfasc_v1.04772, Tfasc_v1.05947, Tfasc_v1.06007, Tfasc_v1.06065, Tfasc_v1.06533, Tfasc_v1.06856, Tfasc_v1.07764, Tfasc_v1.07864, Tfasc_v1.07956, Tfasc_v1.08687, Tfasc_v1.09038, Tfasc_v1.09046, Tfasc_v1.10761, Tfasc_v1.10777, Tfasc_v1.14149, Tfasc_v1.14152, Tfasc_v1.14609, Tfasc_v1.16415, Tfasc_v1.17737, Tfasc_v1.17753, Tfasc_v1.18364, Tfasc_v1.18524, Tfasc_v1.18742, Tfasc_v1.20391, Tfasc_v1.21891, Tfasc_v1.22572, Tfasc_v1.22694, Tfasc_v1.22845, Tfasc_v1.24035, Tfasc_v1.24409, Tfasc_v1.24981, Tfasc_v1.25189, Tfasc_v1.25253, Tfasc_v1.25888, Tfasc_v1.27934, Tfasc_v1.27995, Tfasc_v1.29949, Tfasc_v1.29978
CC	GO:0005739	mitochondrion	0.01663	OG0015308, OG0018349, OG0010754, OG0006119, OG0013904, OG0006467, OG0006533, OG0006551, OG0006589, OG0006587, OG0018415, OG0018421, OG0006678, OG0013782, OG0012662, OG0015391, OG0004087, OG0015365, OG0013334, OG0001508, OG0013668, OG0013674, OG0009930, OG0009899, OG0009871, OG0003838, OG0013576, OG0014217, OG0004683, OG0017958, OG0002517, OG0004478, OG0003518, OG0008531, OG0008697, OG0004525, OG0000586, OG0006373, OG0006228, OG0006126, OG0000654, OG0015984, OG0001160, OG0012292, OG0012349, OG0012357, OG0000772, OG0002443, OG0012540, OG0002296, OG0010484, OG0002250, OG0010370, OG0011112, OG0011056, OG0002612, OG0003196, OG0007060, OG0001279, OG0007221, OG0003240, OG0007274, OG0001889, OG0008396, OG0008272, OG0000507, OG0013397, OG0002472, OG0010935, OG0010854, OG0017380, OG0019270, OG0013489, OG0001440, OG0010825, OG0010812, OG0013968, OG0011750, OG0001607, OG0011782, OG0011812, OG0019395, OG0012854, OG0014518, OG0005194, OG0013091, OG0010345, OG0015131, OG0002236, OG0005717, OG0005798, OG0005772, OG0005769, OG0005951, OG0000913, OG0002962, OG0006005, OG0001886, OG0015010, OG0016182, OG0007916, OG0007985, OG0008008, OG0001397, OG0008123, OG0008148, OG0000151, OG0015244, OG0009649, OG0000418, OG0001628, OG0004231, OG0014031, OG0019320, OG0003423, OG0017572, OG0002077, OG0010230, OG0002353, OG0000424, OG0014560, OG0014568, OG0014787, OG0004677, OG0011163, OG0011228, OG0003327, OG0007789, OG0012276, OG0012265, OG0012237, OG0004419, OG0001398, OG0007533, OG0007503, OG0007480, OG0000968, OG0011952, OG0011925, OG0004488, OG0008763, OG0001428, OG0008878, OG0008877, OG0008901, OG0008907, OG0008962, OG0008960, OG0012772, OG0018138, OG0001497, OG0009565, OG0016273, OG0002210, OG0003877, OG0010074, OG0015726, OG0002749, OG0014440, OG0006987, OG0001952, OG0006935, OG0006924, OG0001964, OG0002744, OG0010627, OG0010547, OG0010291, OG0009148, OG0009190, OG0009408, OG0009421, OG0009433	Tfasc_v1.00023, Tfasc_v1.00181, Tfasc_v1.00192, Tfasc_v1.00231, Tfasc_v1.00433, Tfasc_v1.01194, Tfasc_v1.01320, Tfasc_v1.01347, Tfasc_v1.01413, Tfasc_v1.01418, Tfasc_v1.01516, Tfasc_v1.01593, Tfasc_v1.01595, Tfasc_v1.01718, Tfasc_v1.01993, Tfasc_v1.02244, Tfasc_v1.02320, Tfasc_v1.02330, Tfasc_v1.02411, Tfasc_v1.02941, Tfasc_v1.03309, Tfasc_v1.03319, Tfasc_v1.03369, Tfasc_v1.03424, Tfasc_v1.03485, Tfasc_v1.03500, Tfasc_v1.03604, Tfasc_v1.03761, Tfasc_v1.03949, Tfasc_v1.03953, Tfasc_v1.04081, Tfasc_v1.04197, Tfasc_v1.04542, Tfasc_v1.04579, Tfasc_v1.04766, Tfasc_v1.05016, Tfasc_v1.05640, Tfasc_v1.05697, Tfasc_v1.06144, Tfasc_v1.06405, Tfasc_v1.06588, Tfasc_v1.06599, Tfasc_v1.06616, Tfasc_v1.06653, Tfasc_v1.06751, Tfasc_v1.06760, Tfasc_v1.06769, Tfasc_v1.06847, Tfasc_v1.07257, Tfasc_v1.07538, Tfasc_v1.07613, Tfasc_v1.07732, Tfasc_v1.07850, Tfasc_v1.07998, Tfasc_v1.08100, Tfasc_v1.08400, Tfasc_v1.08668, Tfasc_v1.08712, Tfasc_v1.08954, Tfasc_v1.09024, Tfasc_v1.09038, Tfasc_v1.09046, Tfasc_v1.09164, Tfasc_v1.09182, Tfasc_v1.09376, Tfasc_v1.09610, Tfasc_v1.09620, Tfasc_v1.10248, Tfasc_v1.10272, Tfasc_v1.10900, Tfasc_v1.11059, Tfasc_v1.11308, Tfasc_v1.11358, Tfasc_v1.11620, Tfasc_v1.11717, Tfasc_v1.11825, Tfasc_v1.11845, Tfasc_v1.12245, Tfasc_v1.12320, Tfasc_v1.12398, Tfasc_v1.12406, Tfasc_v1.12492, Tfasc_v1.12710, Tfasc_v1.12713, Tfasc_v1.12925, Tfasc_v1.13011, Tfasc_v1.13016, Tfasc_v1.13043, Tfasc_v1.13288, Tfasc_v1.13406, Tfasc_v1.13425, Tfasc_v1.13827, Tfasc_v1.13985, Tfasc_v1.14047, Tfasc_v1.14053, Tfasc_v1.14308, Tfasc_v1.14354, Tfasc_v1.14425, Tfasc_v1.14429, Tfasc_v1.14455, Tfasc_v1.14760, Tfasc_v1.14824, Tfasc_v1.14869, Tfasc_v1.15000, Tfasc_v1.15035, Tfasc_v1.15089, Tfasc_v1.15288, Tfasc_v1.15606, Tfasc_v1.15689, Tfasc_v1.15691, Tfasc_v1.16064, Tfasc_v1.16895, Tfasc_v1.17106, Tfasc_v1.17188, Tfasc_v1.17298, Tfasc_v1.17328, Tfasc_v1.17337, Tfasc_v1.17371, Tfasc_v1.17608, Tfasc_v1.17707, Tfasc_v1.18192, Tfasc_v1.18519, Tfasc_v1.18649, Tfasc_v1.18654, Tfasc_v1.18802, Tfasc_v1.19314, Tfasc_v1.19392, Tfasc_v1.19548, Tfasc_v1.19953, Tfasc_v1.20293, Tfasc_v1.20559, Tfasc_v1.21194, Tfasc_v1.21233, Tfasc_v1.21286, Tfasc_v1.21495, Tfasc_v1.21650, Tfasc_v1.22263, Tfasc_v1.22338, Tfasc_v1.22377, Tfasc_v1.22399, Tfasc_v1.23192, Tfasc_v1.23223, Tfasc_v1.23438, Tfasc_v1.23984, Tfasc_v1.24060, Tfasc_v1.24218, Tfasc_v1.24220, Tfasc_v1.24256, Tfasc_v1.24259, Tfasc_v1.24360, Tfasc_v1.24364, Tfasc_v1.24611, Tfasc_v1.24640, Tfasc_v1.24990, Tfasc_v1.25085, Tfasc_v1.25965, Tfasc_v1.26542, Tfasc_v1.26695, Tfasc_v1.26756, Tfasc_v1.26919, Tfasc_v1.26929, Tfasc_v1.26930, Tfasc_v1.27066, Tfasc_v1.27282, Tfasc_v1.27564, Tfasc_v1.27568, Tfasc_v1.27595, Tfasc_v1.27601, Tfasc_v1.27896, Tfasc_v1.27961, Tfasc_v1.28317, Tfasc_v1.28364, Tfasc_v1.28771, Tfasc_v1.28962, Tfasc_v1.29752, Tfasc_v1.29841, Tfasc_v1.30163, Tfasc_v1.30233, Tfasc_v1.30354
CC	GO:0005741	mitochondrial outer membrane	0.01775	OG0013782, OG0008531, OG0012357, OG0019395, OG0012854, OG0010345, OG0005717, OG0001886, OG0017572, OG0010230, OG0016273, OG0002210	Tfasc_v1.01718, Tfasc_v1.04579, Tfasc_v1.06760, Tfasc_v1.12710, Tfasc_v1.12713, Tfasc_v1.13288, Tfasc_v1.13827, Tfasc_v1.14455, Tfasc_v1.17371, Tfasc_v1.17707, Tfasc_v1.25965, Tfasc_v1.26542
CC	GO:0005794	Golgi apparatus	0.01974	OG0004033, OG0001045, OG0000949, OG0001267, OG0011700, OG0006474, OG0006481, OG0006533, OG0003111, OG0013793, OG0012668, OG0000741, OG0001755, OG0000635, OG0009833, OG0000760, OG0000014, OG0001734, OG0017977, OG0008579, OG0001437, OG0001382, OG0008709, OG0012527, OG0012511, OG0012492, OG0012467, OG0018453, OG0006404, OG0000709, OG0001284, OG0006243, OG0002979, OG0002003, OG0000919, OG0006128, OG0015559, OG0001143, OG0001637, OG0019116, OG0015493, OG0011107, OG0011104, OG0001581, OG0011063, OG0011059, OG0001665, OG0015211, OG0001291, OG0016343, OG0016732, OG0001905, OG0002998, OG0012889, OG0012895, OG0008406, OG0002091, OG0008258, OG0003460, OG0011019, OG0000776, OG0013482, OG0010728, OG0000322, OG0001702, OG0013992, OG0001264, OG0004347, OG0001691, OG0010335, OG0005773, OG0016585, OG0005859, OG0001257, OG0019232, OG0003791, OG0008098, OG0014273, OG0004441, OG0004437, OG0009042, OG0009055, OG0014491, OG0010129, OG0010152, OG0001449, OG0010223, OG0015043, OG0004223, OG0011329, OG0011364, OG0011373, OG0001071, OG0012905, OG0012902, OG0002755, OG0001714, OG0002477, OG0014563, OG0014577, OG0019153, OG0015238, OG0019528, OG0007663, OG0000740, OG0007759, OG0007813, OG0016812, OG0007848, OG0012246, OG0004468, OG0012235, OG0012226, OG0004418, OG0007542, OG0001365, OG0015114, OG0015064, OG0017215, OG0002924, OG0011570, OG0011574, OG0011547, OG0011463, OG0011950, OG0011903, OG0013023, OG0000812, OG0012992, OG0001435, OG0016892, OG0016899, OG0008848, OG0001164, OG0016984, OG0001023, OG0000769, OG0004691, OG0010000, OG0010016, OG0010022, OG0010034, OG0003882, OG0010119, OG0010642, OG0005382, OG0019030, OG0002699, OG0000317, OG0006898, OG0006836, OG0016692, OG0000542, OG0019586, OG0012280, OG0002265, OG0010508, OG0010564, OG0003929, OG0018300, OG0009245, OG0014844, OG0009102, OG0009133, OG0009151, OG0009185, OG0009436	Tfasc_v1.00011, Tfasc_v1.00127, Tfasc_v1.00185, Tfasc_v1.00215, Tfasc_v1.00358, Tfasc_v1.01198, Tfasc_v1.01218, Tfasc_v1.01320, Tfasc_v1.01572, Tfasc_v1.01681, Tfasc_v1.02018, Tfasc_v1.02143, Tfasc_v1.02289, Tfasc_v1.02397, Tfasc_v1.02987, Tfasc_v1.03367, Tfasc_v1.03790, Tfasc_v1.04223, Tfasc_v1.04313, Tfasc_v1.04503, Tfasc_v1.04554, Tfasc_v1.04678, Tfasc_v1.04775, Tfasc_v1.04881, Tfasc_v1.04920, Tfasc_v1.04983, Tfasc_v1.05061, Tfasc_v1.05321, Tfasc_v1.05615, Tfasc_v1.05938, Tfasc_v1.05965, Tfasc_v1.06045, Tfasc_v1.06348, Tfasc_v1.06358, Tfasc_v1.06371, Tfasc_v1.06406, Tfasc_v1.06522, Tfasc_v1.06549, Tfasc_v1.06592, Tfasc_v1.06683, Tfasc_v1.07614, Tfasc_v1.07896, Tfasc_v1.08013, Tfasc_v1.08022, Tfasc_v1.08086, Tfasc_v1.08088, Tfasc_v1.08092, Tfasc_v1.08304, Tfasc_v1.08354, Tfasc_v1.08630, Tfasc_v1.08691, Tfasc_v1.08824, Tfasc_v1.08914, Tfasc_v1.08956, Tfasc_v1.09128, Tfasc_v1.09254, Tfasc_v1.09256, Tfasc_v1.09342, Tfasc_v1.09448, Tfasc_v1.09634, Tfasc_v1.09649, Tfasc_v1.10765, Tfasc_v1.10857, Tfasc_v1.11228, Tfasc_v1.11338, Tfasc_v1.11677, Tfasc_v1.11994, Tfasc_v1.12005, Tfasc_v1.12107, Tfasc_v1.12175, Tfasc_v1.12292, Tfasc_v1.12346, Tfasc_v1.12440, Tfasc_v1.12444, Tfasc_v1.12982, Tfasc_v1.13253, Tfasc_v1.14059, Tfasc_v1.14096, Tfasc_v1.14151, Tfasc_v1.14262, Tfasc_v1.14489, Tfasc_v1.14638, Tfasc_v1.15198, Tfasc_v1.15833, Tfasc_v1.15893, Tfasc_v1.15938, Tfasc_v1.16114, Tfasc_v1.16496, Tfasc_v1.16527, Tfasc_v1.17399, Tfasc_v1.17478, Tfasc_v1.17534, Tfasc_v1.17668, Tfasc_v1.17678, Tfasc_v1.18006, Tfasc_v1.18252, Tfasc_v1.18267, Tfasc_v1.18325, Tfasc_v1.18327, Tfasc_v1.18340, Tfasc_v1.18451, Tfasc_v1.18458, Tfasc_v1.18523, Tfasc_v1.18572, Tfasc_v1.18638, Tfasc_v1.18648, Tfasc_v1.18697, Tfasc_v1.19074, Tfasc_v1.19808, Tfasc_v1.19810, Tfasc_v1.20034, Tfasc_v1.20203, Tfasc_v1.20205, Tfasc_v1.20214, Tfasc_v1.20259, Tfasc_v1.20296, Tfasc_v1.20376, Tfasc_v1.20396, Tfasc_v1.20442, Tfasc_v1.21265, Tfasc_v1.21274, Tfasc_v1.21299, Tfasc_v1.21336, Tfasc_v1.21421, Tfasc_v1.21487, Tfasc_v1.22249, Tfasc_v1.22416, Tfasc_v1.22745, Tfasc_v1.22849, Tfasc_v1.22924, Tfasc_v1.22930, Tfasc_v1.22941, Tfasc_v1.22946, Tfasc_v1.22978, Tfasc_v1.23143, Tfasc_v1.23184, Tfasc_v1.23188, Tfasc_v1.23277, Tfasc_v1.23656, Tfasc_v1.23713, Tfasc_v1.23785, Tfasc_v1.23961, Tfasc_v1.23996, Tfasc_v1.24123, Tfasc_v1.24164, Tfasc_v1.24168, Tfasc_v1.24428, Tfasc_v1.25080, Tfasc_v1.25112, Tfasc_v1.25115, Tfasc_v1.26179, Tfasc_v1.26180, Tfasc_v1.26612, Tfasc_v1.26646, Tfasc_v1.26653, Tfasc_v1.26689, Tfasc_v1.26719, Tfasc_v1.26721, Tfasc_v1.26836, Tfasc_v1.26845, Tfasc_v1.26983, Tfasc_v1.27400, Tfasc_v1.27475, Tfasc_v1.27476, Tfasc_v1.27630, Tfasc_v1.27691, Tfasc_v1.27794, Tfasc_v1.27874, Tfasc_v1.27905, Tfasc_v1.28141, Tfasc_v1.28217, Tfasc_v1.28463, Tfasc_v1.28604, Tfasc_v1.28705, Tfasc_v1.28823, Tfasc_v1.28895, Tfasc_v1.29278, Tfasc_v1.29307, Tfasc_v1.29605, Tfasc_v1.29661, Tfasc_v1.29712, Tfasc_v1.29754, Tfasc_v1.29839, Tfasc_v1.30347
CC	GO:0071011	precatalytic spliceosome	0.02081	OG0004134, OG0007065, OG0012555, OG0012742, OG0004809, OG0001243, OG0009247	Tfasc_v1.08332, Tfasc_v1.08725, Tfasc_v1.12647, Tfasc_v1.20770, Tfasc_v1.22200, Tfasc_v1.23162, Tfasc_v1.29305, Tfasc_v1.30653
CC	GO:0017101	aminoacyl-tRNA synthetase multienzyme complex	0.02188	OG0010812, OG0000876, OG0010615	Tfasc_v1.11845, Tfasc_v1.12705, Tfasc_v1.28622
CC	GO:0005795	Golgi stack	0.02551	OG0017977, OG0018453, OG0006128, OG0016343, OG0016585, OG0001449, OG0010000, OG0010642	Tfasc_v1.04313, Tfasc_v1.05321, Tfasc_v1.06406, Tfasc_v1.08691, Tfasc_v1.14096, Tfasc_v1.17668, Tfasc_v1.24123, Tfasc_v1.26612, Tfasc_v1.26983
