Tfasc_v1.31994-RA	Scaffold_2305	267462	111692	121190	OG0000000	1	2100
Tfasc_v1.11292-RA	Scaffold_2287	27210704	6704226	6706684	OG0017032	2	1
Tfasc_v1.11285-RA	Scaffold_2287	27210704	6571425	6582885	OG0017033	2	1
Tfasc_v1.11295-RA	Scaffold_2287	27210704	6720553	6732672	OG0017033	2	1
Tfasc_v1.11442-RA	Scaffold_2287	27210704	12195287	12197635	OG0017034	2	1
Tfasc_v1.28800-RA	Scaffold_2312	16741216	14965084	14969036	OG0017034	2	1
Tfasc_v1.11491-RA	Scaffold_2287	27210704	13805878	13806912	OG0017035	3	0
Tfasc_v1.15802-RA	Scaffold_2314	25842354	21725711	21726897	OG0017035	3	0
Tfasc_v1.28512-RA	Scaffold_2312	16741216	8889553	8890608	OG0017035	3	0
Tfasc_v1.11489-RA	Scaffold_2287	27210704	13799106	13799285	OG0017036	2	1
Tfasc_v1.15804-RA	Scaffold_2314	25842354	21733337	21733516	OG0017036	2	1
Tfasc_v1.11549-RA	Scaffold_2287	27210704	16869547	16870422	OG0017037	2	1
Tfasc_v1.12944-RA	Scaffold_326	26509606	22779158	22780198	OG0017037	2	1
Tfasc_v1.11565-RA	Scaffold_2287	27210704	17513968	17517322	OG0017038	1	2
Tfasc_v1.11568-RA	Scaffold_2287	27210704	17672288	17675190	OG0017039	2	1
Tfasc_v1.17388-RA	Scaffold_2225	24881768	2111900	2123149	OG0017039	2	1
Tfasc_v1.11617-RB	Scaffold_2287	27210704	20977533	20977840	OG0017040	1	2
Tfasc_v1.11658-RA	Scaffold_2287	27210704	21999519	22002127	OG0017041	2	1
Tfasc_v1.11661-RA	Scaffold_2287	27210704	22042261	22044878	OG0017041	2	1
Tfasc_v1.11718-RA	Scaffold_2287	27210704	23069519	23069973	OG0017042	3	0
Tfasc_v1.11720-RA	Scaffold_2287	27210704	23084536	23084989	OG0017042	3	0
Tfasc_v1.11722-RA	Scaffold_2287	27210704	23149561	23150013	OG0017042	3	0
Tfasc_v1.11919-RA	Scaffold_2287	27210704	25515604	25516548	OG0017043	1	2
Tfasc_v1.11991-RA	Scaffold_2287	27210704	26109850	26112908	OG0017044	2	1
Tfasc_v1.11992-RA	Scaffold_2287	27210704	26121732	26122220	OG0017044	2	1
Tfasc_v1.12052-RA	Scaffold_2287	27210704	26543725	26545367	OG0017045	2	1
Tfasc_v1.12052-RB	Scaffold_2287	27210704	26543725	26546070	OG0017045	2	1
Tfasc_v1.17242-RA	Scaffold_2225	24881768	880717	887754	OG0017046	2	1
Tfasc_v1.17242-RB	Scaffold_2225	24881768	880717	887754	OG0017046	2	1
Tfasc_v1.17404-RA	Scaffold_2225	24881768	2217515	2219628	OG0017047	2	1
Tfasc_v1.17407-RA	Scaffold_2225	24881768	2252502	2254487	OG0017047	2	1
Tfasc_v1.17648-RA	Scaffold_2225	24881768	4391986	4398373	OG0017048	1	2
Tfasc_v1.17859-RA	Scaffold_2225	24881768	8322691	8325405	OG0017049	2	1
Tfasc_v1.17860-RA	Scaffold_2225	24881768	8362882	8365583	OG0017049	2	1
Tfasc_v1.17912-RA	Scaffold_2225	24881768	10686723	10696742	OG0017050	2	1
Tfasc_v1.17912-RB	Scaffold_2225	24881768	10686723	10696742	OG0017050	2	1
Tfasc_v1.18028-RA	Scaffold_2225	24881768	17679504	17684419	OG0017051	1	2
Tfasc_v1.18033-RA	Scaffold_2225	24881768	17787123	17787956	OG0017052	1	2
Tfasc_v1.18226-RA	Scaffold_2225	24881768	23365725	23366117	OG0017053	2	1
Tfasc_v1.18226-RB	Scaffold_2225	24881768	23365725	23368049	OG0017053	2	1
Tfasc_v1.32867-RA	Scaffold_2205	135603	110375	127435	OG0017054	2	1
Tfasc_v1.32868-RA	Scaffold_2205	135603	134738	135543	OG0017054	2	1
Tfasc_v1.32526-RA	Scaffold_108	180399	66992	68430	OG0017055	3	0
Tfasc_v1.32526-RB	Scaffold_108	180399	66992	68430	OG0017055	3	0
Tfasc_v1.32526-RC	Scaffold_108	180399	66992	68430	OG0017055	3	0
Tfasc_v1.12354-RA	Scaffold_326	26509606	1708244	1711488	OG0017056	2	1
Tfasc_v1.12359-RA	Scaffold_326	26509606	1807299	1809064	OG0017056	2	1
Tfasc_v1.12459-RA	Scaffold_326	26509606	2697294	2710642	OG0017057	1	2
Tfasc_v1.12695-RA	Scaffold_326	26509606	9573730	9574527	OG0017058	2	1
Tfasc_v1.12708-RA	Scaffold_326	26509606	10277627	10280089	OG0017058	2	1
Tfasc_v1.12822-RA	Scaffold_326	26509606	17867923	17871071	OG0017059	2	1
Tfasc_v1.12824-RA	Scaffold_326	26509606	17892271	17896394	OG0017059	2	1
Tfasc_v1.12834-RA	Scaffold_326	26509606	18123352	18134797	OG0017060	2	1
Tfasc_v1.12835-RA	Scaffold_326	26509606	18142356	18149398	OG0017060	2	1
Tfasc_v1.12910-RA	Scaffold_326	26509606	21784266	21801605	OG0017061	2	1
Tfasc_v1.12910-RB	Scaffold_326	26509606	21784266	21805746	OG0017061	2	1
Tfasc_v1.12948-RA	Scaffold_326	26509606	22958467	22960426	OG0017062	2	1
Tfasc_v1.12950-RA	Scaffold_326	26509606	22976847	22977275	OG0017062	2	1
Tfasc_v1.13007-RA	Scaffold_326	26509606	24390252	24392089	OG0017063	2	1
Tfasc_v1.13026-RA	Scaffold_326	26509606	24757717	24760590	OG0017063	2	1
Tfasc_v1.13047-RA	Scaffold_326	26509606	25208346	25215938	OG0017064	2	1
Tfasc_v1.13047-RB	Scaffold_326	26509606	25208346	25215938	OG0017064	2	1
Tfasc_v1.13103-RA	Scaffold_326	26509606	25785693	25790253	OG0017065	1	2
Tfasc_v1.13174-RA	Scaffold_326	26509606	26430756	26446751	OG0017066	2	1
Tfasc_v1.16016-RA	Scaffold_2314	25842354	25440008	25445428	OG0017066	2	1
Tfasc_v1.14564-RA	Scaffold_2314	25842354	278959	284155	OG0017067	2	1
Tfasc_v1.14571-RA	Scaffold_2314	25842354	321396	325931	OG0017067	2	1
Tfasc_v1.14567-RA	Scaffold_2314	25842354	287465	290293	OG0017068	1	2
Tfasc_v1.14631-RA	Scaffold_2314	25842354	766426	768024	OG0017069	2	1
Tfasc_v1.14635-RA	Scaffold_2314	25842354	814184	815782	OG0017069	2	1
Tfasc_v1.14650-RA	Scaffold_2314	25842354	956905	957321	OG0017070	1	2
Tfasc_v1.14797-RA	Scaffold_2314	25842354	2097226	2099369	OG0017071	1	2
Tfasc_v1.14836-RA	Scaffold_2314	25842354	2472588	2473133	OG0017072	1	2
Tfasc_v1.15079-RA	Scaffold_2314	25842354	4347192	4348154	OG0017073	2	1
Tfasc_v1.15083-RA	Scaffold_2314	25842354	4362500	4363462	OG0017073	2	1
Tfasc_v1.15240-RA	Scaffold_2314	25842354	5947994	5951526	OG0017074	2	1
Tfasc_v1.15246-RA	Scaffold_2314	25842354	6029954	6033468	OG0017074	2	1
Tfasc_v1.15313-RA	Scaffold_2314	25842354	6827388	6827543	OG0017075	3	0
Tfasc_v1.15325-RA	Scaffold_2314	25842354	6959046	6959156	OG0017075	3	0
Tfasc_v1.15328-RA	Scaffold_2314	25842354	6972892	6973077	OG0017075	3	0
Tfasc_v1.15883-RA	Scaffold_2314	25842354	23781445	23785185	OG0017076	3	0
Tfasc_v1.15883-RB	Scaffold_2314	25842354	23781445	23785185	OG0017076	3	0
Tfasc_v1.15885-RA	Scaffold_2314	25842354	23791101	23794690	OG0017076	3	0
Tfasc_v1.19525-RA	Scaffold_819	23784123	2292262	2296196	OG0017077	1	2
Tfasc_v1.19584-RA	Scaffold_819	23784123	3811243	3815555	OG0017078	2	1
Tfasc_v1.19584-RB	Scaffold_819	23784123	3811243	3815555	OG0017078	2	1
Tfasc_v1.19728-RA	Scaffold_819	23784123	10313731	10325109	OG0017079	2	1
Tfasc_v1.19729-RA	Scaffold_819	23784123	10329819	10343710	OG0017079	2	1
Tfasc_v1.19977-RA	Scaffold_819	23784123	19180912	19186857	OG0017080	2	1
Tfasc_v1.19977-RB	Scaffold_819	23784123	19180912	19190488	OG0017080	2	1
Tfasc_v1.19983-RA	Scaffold_819	23784123	19296998	19301450	OG0017081	2	1
Tfasc_v1.19984-RA	Scaffold_819	23784123	19307076	19309273	OG0017081	2	1
Tfasc_v1.20013-RA	Scaffold_819	23784123	19567993	19568142	OG0017082	1	2
Tfasc_v1.20061-RA	Scaffold_819	23784123	19990519	19991649	OG0017083	2	1
Tfasc_v1.20232-RA	Scaffold_819	23784123	21434869	21435355	OG0017083	2	1
Tfasc_v1.20342-RA	Scaffold_819	23784123	22252962	22253918	OG0017084	3	0
Tfasc_v1.20346-RA	Scaffold_819	23784123	22268902	22269859	OG0017084	3	0
Tfasc_v1.20350-RA	Scaffold_819	23784123	22284026	22285247	OG0017084	3	0
Tfasc_v1.20421-RA	Scaffold_819	23784123	22778159	22779377	OG0017085	1	2
Tfasc_v1.20548-RA	Scaffold_819	23784123	23717607	23718952	OG0017086	1	2
Tfasc_v1.28089-RA	Scaffold_2312	16741216	235183	236085	OG0017087	2	1
Tfasc_v1.28092-RA	Scaffold_2312	16741216	256032	257849	OG0017087	2	1
Tfasc_v1.28311-RA	Scaffold_2312	16741216	3373045	3373149	OG0017088	2	1
Tfasc_v1.28312-RA	Scaffold_2312	16741216	3389465	3392701	OG0017088	2	1
Tfasc_v1.28429-RA	Scaffold_2312	16741216	5706729	5710456	OG0017089	2	1
Tfasc_v1.28431-RA	Scaffold_2312	16741216	5754117	5763404	OG0017089	2	1
Tfasc_v1.28436-RA	Scaffold_2312	16741216	5906293	5906862	OG0017090	1	2
Tfasc_v1.28647-RA	Scaffold_2312	16741216	13437170	13441772	OG0017091	2	1
Tfasc_v1.28647-RB	Scaffold_2312	16741216	13437170	13442345	OG0017091	2	1
Tfasc_v1.28807-RA	Scaffold_2312	16741216	15042029	15044039	OG0017092	1	2
Tfasc_v1.28847-RA	Scaffold_2312	16741216	15329352	15329837	OG0017093	1	2
Tfasc_v1.29016-RA	Scaffold_2312	16741216	16700578	16702017	OG0017094	1	2
Tfasc_v1.13812-RA	Scaffold_1174	26021936	19645428	19646044	OG0017296	1	0
Tfasc_v1.13896-RA	Scaffold_1174	26021936	20776457	20779818	OG0017299	1	0
Tfasc_v1.13900-RA	Scaffold_1174	26021936	20837058	20837258	OG0017300	1	0
Tfasc_v1.13913-RA	Scaffold_1174	26021936	20953162	20958679	OG0017301	1	0
Tfasc_v1.14096-RA	Scaffold_1174	26021936	22832641	22837646	OG0017302	1	0
Tfasc_v1.14090-RA	Scaffold_1174	26021936	22784441	22788047	OG0017303	1	0
Tfasc_v1.14076-RA	Scaffold_1174	26021936	22635094	22641898	OG0017304	1	0
Tfasc_v1.14040-RA	Scaffold_1174	26021936	22267752	22269770	OG0017305	1	0
Tfasc_v1.13983-RA	Scaffold_1174	26021936	21651930	21654543	OG0017307	1	0
Tfasc_v1.13959-RA	Scaffold_1174	26021936	21500968	21501681	OG0017308	1	0
Tfasc_v1.13934-RA	Scaffold_1174	26021936	21155446	21159729	OG0017310	1	0
Tfasc_v1.13925-RA	Scaffold_1174	26021936	21093238	21099076	OG0017312	1	0
Tfasc_v1.14112-RA	Scaffold_1174	26021936	22974995	22978361	OG0017313	1	0
Tfasc_v1.14193-RA	Scaffold_1174	26021936	23516695	23521482	OG0017315	1	0
Tfasc_v1.14208-RA	Scaffold_1174	26021936	23611050	23617390	OG0017316	1	0
Tfasc_v1.14258-RA	Scaffold_1174	26021936	23971551	23971997	OG0017318	1	0
Tfasc_v1.14264-RA	Scaffold_1174	26021936	24068687	24073385	OG0017319	1	0
Tfasc_v1.14275-RA	Scaffold_1174	26021936	24142325	24142714	OG0017320	1	0
Tfasc_v1.14365-RA	Scaffold_1174	26021936	24701717	24708477	OG0017323	1	0
Tfasc_v1.14422-RA	Scaffold_1174	26021936	25139774	25141830	OG0017324	1	0
Tfasc_v1.14415-RA	Scaffold_1174	26021936	25110576	25113412	OG0017325	1	0
Tfasc_v1.14432-RA	Scaffold_1174	26021936	25202436	25205725	OG0017326	1	0
Tfasc_v1.14478-RA	Scaffold_1174	26021936	25496882	25503275	OG0017330	1	0
Tfasc_v1.14535-RA	Scaffold_1174	26021936	25956507	25957457	OG0017332	1	0
Tfasc_v1.14529-RA	Scaffold_1174	26021936	25882902	25885534	OG0017333	1	0
Tfasc_v1.06419-RA	Scaffold_2041	30972320	30564633	30565829	OG0017336	1	0
Tfasc_v1.06357-RA	Scaffold_2041	30972320	29999337	30001236	OG0017340	1	0
Tfasc_v1.06346-RA	Scaffold_2041	30972320	29883018	29886425	OG0017343	1	0
Tfasc_v1.06268-RA	Scaffold_2041	30972320	29140661	29142182	OG0017346	1	0
Tfasc_v1.06244-RA	Scaffold_2041	30972320	28940223	28940795	OG0017347	1	0
Tfasc_v1.06142-RA	Scaffold_2041	30972320	28037854	28044060	OG0017351	1	0
Tfasc_v1.06138-RA	Scaffold_2041	30972320	28015970	28017689	OG0017353	1	0
Tfasc_v1.06004-RA	Scaffold_2041	30972320	26951240	26952211	OG0017354	1	0
Tfasc_v1.05827-RA	Scaffold_2041	30972320	25351995	25352435	OG0017356	1	0
Tfasc_v1.05795-RA	Scaffold_2041	30972320	24955989	24956204	OG0017357	1	0
Tfasc_v1.01229-RA	Scaffold_2199	32162447	28642340	28644642	OG0017372	1	0
Tfasc_v1.01273-RA	Scaffold_2199	32162447	29097989	29102893	OG0017374	1	0
Tfasc_v1.01321-RA	Scaffold_2199	32162447	29427604	29429918	OG0017375	1	0
Tfasc_v1.01354-RA	Scaffold_2199	32162447	29638963	29643421	OG0017377	1	0
Tfasc_v1.01381-RA	Scaffold_2199	32162447	29911693	29918896	OG0017379	1	0
Tfasc_v1.01388-RA	Scaffold_2199	32162447	29957703	29959022	OG0017380	1	0
Tfasc_v1.01488-RA	Scaffold_2199	32162447	30738276	30739543	OG0017383	1	0
Tfasc_v1.01552-RA	Scaffold_2199	32162447	31209131	31212186	OG0017387	1	0
Tfasc_v1.01606-RA	Scaffold_2199	32162447	31568172	31570020	OG0017388	1	0
Tfasc_v1.28060-RA	Scaffold_2316	17107477	16889617	16894207	OG0017389	1	0
Tfasc_v1.28041-RA	Scaffold_2316	17107477	16820767	16824243	OG0017391	1	0
Tfasc_v1.28023-RA	Scaffold_2316	17107477	16689421	16692100	OG0017392	1	0
Tfasc_v1.28006-RA	Scaffold_2316	17107477	16593568	16594734	OG0017394	1	0
Tfasc_v1.27948-RA	Scaffold_2316	17107477	16174618	16175543	OG0017397	1	0
Tfasc_v1.27916-RA	Scaffold_2316	17107477	15959999	15970522	OG0017398	1	0
Tfasc_v1.27922-RA	Scaffold_2316	17107477	16006616	16008574	OG0017399	1	0
Tfasc_v1.00240-RA	Scaffold_2199	32162447	1746899	1747671	OG0017401	1	0
Tfasc_v1.27874-RA	Scaffold_2316	17107477	15623431	15628854	OG0017403	1	0
Tfasc_v1.27822-RA	Scaffold_2316	17107477	15286954	15287806	OG0017408	1	0
Tfasc_v1.27772-RA	Scaffold_2316	17107477	14883752	14885068	OG0017410	1	0
Tfasc_v1.27730-RA	Scaffold_2316	17107477	14576946	14580012	OG0017412	1	0
Tfasc_v1.27704-RA	Scaffold_2316	17107477	14395747	14400771	OG0017414	1	0
Tfasc_v1.27650-RA	Scaffold_2316	17107477	13839706	13849988	OG0017416	1	0
Tfasc_v1.27604-RA	Scaffold_2316	17107477	13450223	13453991	OG0017417	1	0
Tfasc_v1.27529-RA	Scaffold_2316	17107477	12780941	12784239	OG0017420	1	0
Tfasc_v1.27508-RA	Scaffold_2316	17107477	12447810	12448935	OG0017421	1	0
Tfasc_v1.27231-RA	Scaffold_2316	17107477	5608156	5621102	OG0017429	1	0
Tfasc_v1.27215-RA	Scaffold_2316	17107477	4549433	4551302	OG0017430	1	0
Tfasc_v1.08506-RA	Scaffold_2315	29567185	19724158	19724580	OG0017431	1	0
Tfasc_v1.08824-RA	Scaffold_2315	29567185	26248758	26259160	OG0017439	1	0
Tfasc_v1.08860-RA	Scaffold_2315	29567185	26561470	26562795	OG0017441	1	0
Tfasc_v1.08887-RA	Scaffold_2315	29567185	26761408	26766371	OG0017443	1	0
Tfasc_v1.08938-RA	Scaffold_2315	29567185	27096443	27096967	OG0017445	1	0
Tfasc_v1.08971-RA	Scaffold_2315	29567185	27349470	27353071	OG0017448	1	0
Tfasc_v1.08983-RA	Scaffold_2315	29567185	27433467	27434169	OG0017450	1	0
Tfasc_v1.08987-RA	Scaffold_2315	29567185	27447841	27449810	OG0017451	1	0
Tfasc_v1.06222-RA	Scaffold_2041	30972320	28796869	28797069	OG0017453	1	0
Tfasc_v1.01338-RA	Scaffold_2199	32162447	29506810	29507256	OG0017455	1	0
Tfasc_v1.09161-RA	Scaffold_2315	29567185	28666146	28671294	OG0017460	1	0
Tfasc_v1.09157-RA	Scaffold_2315	29567185	28649820	28653809	OG0017461	1	0
Tfasc_v1.22738-RA	Scaffold_2073	21704838	20606209	20606847	OG0017462	1	0
Tfasc_v1.22729-RA	Scaffold_2073	21704838	20541318	20544292	OG0017464	1	0
Tfasc_v1.22660-RA	Scaffold_2073	21704838	20104856	20110382	OG0017465	1	0
Tfasc_v1.22623-RA	Scaffold_2073	21704838	19806362	19808923	OG0017466	1	0
Tfasc_v1.22495-RA	Scaffold_2073	21704838	18862553	18864371	OG0017475	1	0
Tfasc_v1.22477-RA	Scaffold_2073	21704838	18706000	18716505	OG0017477	1	0
Tfasc_v1.22453-RA	Scaffold_2073	21704838	18547339	18551391	OG0017478	1	0
Tfasc_v1.22441-RA	Scaffold_2073	21704838	18486105	18486769	OG0017479	1	0
Tfasc_v1.22426-RA	Scaffold_2073	21704838	18342029	18343390	OG0017480	1	0
Tfasc_v1.22402-RA	Scaffold_2073	21704838	18156671	18157975	OG0017481	1	0
Tfasc_v1.22369-RA	Scaffold_2073	21704838	17865893	17866099	OG0017483	1	0
Tfasc_v1.22339-RA	Scaffold_2073	21704838	17660601	17662856	OG0017487	1	0
Tfasc_v1.22257-RA	Scaffold_2073	21704838	16837893	16839682	OG0017488	1	0
Tfasc_v1.22199-RA	Scaffold_2073	21704838	16035947	16036251	OG0017492	1	0
Tfasc_v1.19966-RA	Scaffold_819	23784123	18888430	18897492	OG0017495	1	0
Tfasc_v1.19950-RA	Scaffold_819	23784123	18664122	18664661	OG0017497	1	0
Tfasc_v1.19912-RA	Scaffold_819	23784123	17762148	17767886	OG0017499	1	0
Tfasc_v1.19886-RA	Scaffold_819	23784123	17033440	17035830	OG0017500	1	0
Tfasc_v1.20009-RA	Scaffold_819	23784123	19539202	19545126	OG0017502	1	0
Tfasc_v1.26200-RA	Scaffold_845	18018563	4909487	4910431	OG0017504	1	0
Tfasc_v1.20099-RA	Scaffold_819	23784123	20323544	20326618	OG0017508	1	0
Tfasc_v1.20150-RA	Scaffold_819	23784123	20726859	20727750	OG0017509	1	0
Tfasc_v1.20228-RA	Scaffold_819	23784123	21388278	21388658	OG0017510	1	0
Tfasc_v1.20357-RA	Scaffold_819	23784123	22356054	22357337	OG0017515	1	0
Tfasc_v1.20396-RA	Scaffold_819	23784123	22627372	22629651	OG0017516	1	0
Tfasc_v1.20387-RA	Scaffold_819	23784123	22588923	22589206	OG0017517	1	0
Tfasc_v1.20495-RA	Scaffold_819	23784123	23370216	23370569	OG0017519	1	0
Tfasc_v1.14929-RA	Scaffold_2314	25842354	3203849	3204097	OG0017524	1	0
Tfasc_v1.14963-RA	Scaffold_2314	25842354	3493154	3496097	OG0017525	1	0
Tfasc_v1.14977-RA	Scaffold_2314	25842354	3577117	3580291	OG0017526	1	0
Tfasc_v1.15010-RA	Scaffold_2314	25842354	3837660	3840264	OG0017527	1	0
Tfasc_v1.15026-RA	Scaffold_2314	25842354	3955331	3957944	OG0017530	1	0
Tfasc_v1.15121-RA	Scaffold_2314	25842354	4662699	4666101	OG0017533	1	0
Tfasc_v1.15216-RA	Scaffold_2314	25842354	5732885	5735627	OG0017536	1	0
Tfasc_v1.15228-RA	Scaffold_2314	25842354	5824327	5826113	OG0017537	1	0
Tfasc_v1.15261-RA	Scaffold_2314	25842354	6251705	6252955	OG0017538	1	0
Tfasc_v1.15562-RA	Scaffold_2314	25842354	12280665	12284201	OG0017541	1	0
Tfasc_v1.17048-RA	Scaffold_2313	25341332	23958801	23959187	OG0017545	1	0
Tfasc_v1.09644-RA	Scaffold_2317	27230796	2915923	2917543	OG0017551	1	0
Tfasc_v1.09569-RA	Scaffold_2317	27230796	2164936	2166147	OG0017553	1	0
Tfasc_v1.01930-RA	Scaffold_658	31698969	2610962	2611345	OG0017556	1	0
Tfasc_v1.09452-RA	Scaffold_2317	27230796	1275590	1275868	OG0017558	1	0
Tfasc_v1.09411-RA	Scaffold_2317	27230796	971374	973709	OG0017559	1	0
Tfasc_v1.09410-RA	Scaffold_2317	27230796	967706	970552	OG0017560	1	0
Tfasc_v1.09317-RA	Scaffold_2317	27230796	320659	326447	OG0017561	1	0
Tfasc_v1.04676-RA	Scaffold_2318	31153634	29348605	29349378	OG0017565	1	0
Tfasc_v1.04620-RA	Scaffold_2318	31153634	28957424	28960019	OG0017568	1	0
Tfasc_v1.04520-RA	Scaffold_2318	31153634	28164721	28165500	OG0017572	1	0
Tfasc_v1.04477-RA	Scaffold_2318	31153634	27715233	27716945	OG0017574	1	0
Tfasc_v1.04480-RA	Scaffold_2318	31153634	27727112	27729349	OG0017575	1	0
Tfasc_v1.04454-RA	Scaffold_2318	31153634	27532973	27537313	OG0017578	1	0
Tfasc_v1.04446-RA	Scaffold_2318	31153634	27454653	27456891	OG0017579	1	0
Tfasc_v1.04391-RA	Scaffold_2318	31153634	26954009	26955874	OG0017580	1	0
Tfasc_v1.30523-RA	Scaffold_2319	12332728	9993620	9994072	OG0017581	1	0
Tfasc_v1.04781-RA	Scaffold_2318	31153634	30265157	30265858	OG0017582	1	0
Tfasc_v1.23933-RA	Scaffold_2320	19440187	121727	127391	OG0017587	1	0
Tfasc_v1.23962-RA	Scaffold_2320	19440187	405493	408288	OG0017588	1	0
Tfasc_v1.23978-RA	Scaffold_2320	19440187	498817	503579	OG0017589	1	0
Tfasc_v1.23976-RA	Scaffold_2320	19440187	487876	491384	OG0017590	1	0
Tfasc_v1.23996-RA	Scaffold_2320	19440187	682581	688156	OG0017592	1	0
Tfasc_v1.24001-RA	Scaffold_2320	19440187	714991	719288	OG0017593	1	0
Tfasc_v1.24006-RA	Scaffold_2320	19440187	752645	753181	OG0017594	1	0
Tfasc_v1.24024-RA	Scaffold_2320	19440187	836294	838159	OG0017595	1	0
Tfasc_v1.24019-RA	Scaffold_2320	19440187	817822	818567	OG0017596	1	0
Tfasc_v1.24117-RA	Scaffold_2320	19440187	1568296	1574973	OG0017599	1	0
Tfasc_v1.24219-RA	Scaffold_2320	19440187	2359857	2361502	OG0017602	1	0
Tfasc_v1.24268-RA	Scaffold_2320	19440187	2804754	2812746	OG0017605	1	0
Tfasc_v1.24294-RA	Scaffold_2320	19440187	2986865	2988205	OG0017608	1	0
Tfasc_v1.24314-RA	Scaffold_2320	19440187	3139486	3139833	OG0017611	1	0
Tfasc_v1.16336-RA	Scaffold_2313	25341332	2834089	2842032	OG0017613	1	0
Tfasc_v1.16340-RA	Scaffold_2313	25341332	2858112	2864582	OG0017614	1	0
Tfasc_v1.16360-RA	Scaffold_2313	25341332	3206671	3210168	OG0017616	1	0
Tfasc_v1.16558-RA	Scaffold_2313	25341332	6277791	6281808	OG0017625	1	0
Tfasc_v1.29724-RA	Scaffold_53	13520883	12256092	12259770	OG0017633	1	0
Tfasc_v1.29735-RA	Scaffold_53	13520883	12356542	12356777	OG0017636	1	0
Tfasc_v1.29443-RA	Scaffold_53	13520883	9941358	9952761	OG0017640	1	0
Tfasc_v1.30011-RA	Scaffold_2319	12332728	1036290	1037213	OG0017651	1	0
Tfasc_v1.30031-RA	Scaffold_2319	12332728	1134479	1141266	OG0017652	1	0
Tfasc_v1.30153-RA	Scaffold_2319	12332728	2210665	2213385	OG0017656	1	0
Tfasc_v1.30161-RA	Scaffold_2319	12332728	2280890	2281254	OG0017657	1	0
Tfasc_v1.30208-RA	Scaffold_2319	12332728	3048826	3049239	OG0017658	1	0
Tfasc_v1.30244-RA	Scaffold_2319	12332728	3532407	3538328	OG0017659	1	0
Tfasc_v1.30316-RA	Scaffold_2319	12332728	5376547	5406679	OG0017661	1	0
Tfasc_v1.07963-RA	Scaffold_2315	29567185	725705	725947	OG0017662	1	0
Tfasc_v1.20933-RA	Scaffold_15	23642332	8065814	8066028	OG0017665	1	0
Tfasc_v1.25270-RA	Scaffold_346	19367790	3484379	3487496	OG0017667	1	0
Tfasc_v1.25183-RA	Scaffold_346	19367790	2188883	2198671	OG0017671	1	0
Tfasc_v1.25134-RA	Scaffold_346	19367790	1725590	1728291	OG0017673	1	0
Tfasc_v1.25120-RA	Scaffold_346	19367790	1565205	1569552	OG0017675	1	0
Tfasc_v1.25107-RA	Scaffold_346	19367790	1436562	1439389	OG0017677	1	0
Tfasc_v1.25087-RA	Scaffold_346	19367790	1265793	1267731	OG0017679	1	0
Tfasc_v1.25082-RA	Scaffold_346	19367790	1243635	1245852	OG0017680	1	0
Tfasc_v1.25080-RA	Scaffold_346	19367790	1235505	1239176	OG0017681	1	0
Tfasc_v1.25022-RA	Scaffold_346	19367790	636156	639593	OG0017682	1	0
Tfasc_v1.24933-RA	Scaffold_346	19367790	68374	70110	OG0017686	1	0
Tfasc_v1.24943-RA	Scaffold_346	19367790	112755	112997	OG0017687	1	0
Tfasc_v1.16059-RA	Scaffold_2313	25341332	232735	239915	OG0017692	1	0
Tfasc_v1.16100-RA	Scaffold_2313	25341332	590220	597097	OG0017693	1	0
Tfasc_v1.16161-RA	Scaffold_2313	25341332	1085732	1085995	OG0017700	1	0
Tfasc_v1.16191-RA	Scaffold_2313	25341332	1398299	1398682	OG0017703	1	0
Tfasc_v1.16263-RA	Scaffold_2313	25341332	2160049	2161149	OG0017704	1	0
Tfasc_v1.16312-RA	Scaffold_2313	25341332	2606558	2607110	OG0017706	1	0
Tfasc_v1.03183-RA	Scaffold_658	31698969	30154183	30154584	OG0017710	1	0
Tfasc_v1.02947-RA	Scaffold_658	31698969	25917171	25919378	OG0017712	1	0
Tfasc_v1.03510-RA	Scaffold_2318	31153634	1417619	1421098	OG0017713	1	0
Tfasc_v1.03453-RA	Scaffold_2318	31153634	1036622	1046972	OG0017714	1	0
Tfasc_v1.03416-RA	Scaffold_2318	31153634	732603	733028	OG0017715	1	0
Tfasc_v1.03384-RA	Scaffold_2318	31153634	391058	395943	OG0017716	1	0
Tfasc_v1.07709-RA	Scaffold_2096	30145683	28787051	28787281	OG0017717	1	0
Tfasc_v1.07979-RA	Scaffold_2315	29567185	834861	837315	OG0017718	1	0
Tfasc_v1.26496-RA	Scaffold_845	18018563	13382375	13389042	OG0017721	1	0
Tfasc_v1.26550-RA	Scaffold_845	18018563	14109061	14111572	OG0017724	1	0
Tfasc_v1.26558-RA	Scaffold_845	18018563	14193129	14193955	OG0017725	1	0
Tfasc_v1.26596-RA	Scaffold_845	18018563	14597643	14598272	OG0017726	1	0
Tfasc_v1.26726-RA	Scaffold_845	18018563	15776830	15782267	OG0017731	1	0
Tfasc_v1.26776-RA	Scaffold_845	18018563	16153992	16157769	OG0017732	1	0
Tfasc_v1.26805-RA	Scaffold_845	18018563	16383671	16385472	OG0017733	1	0
Tfasc_v1.26809-RA	Scaffold_845	18018563	16404566	16404721	OG0017734	1	0
Tfasc_v1.26840-RA	Scaffold_845	18018563	16610354	16613634	OG0017735	1	0
Tfasc_v1.26857-RA	Scaffold_845	18018563	16745061	16745888	OG0017736	1	0
