Tfasc_v1.31994-RA	Scaffold_2305	111692	121190	OG0000000	1	2100
Tfasc_v1.27342-RA	Scaffold_2316	8825134	8828514	OG0016598	1	1
Tfasc_v1.21051-RA	Scaffold_15	12710767	12723750	OG0016599	1	1
Tfasc_v1.18003-RA	Scaffold_2225	16723289	16734100	OG0016600	1	1
Tfasc_v1.32481-RA	Scaffold_2171	5690	7710	OG0016601	1	1
Tfasc_v1.21995-RA	Scaffold_2073	10309481	10317037	OG0016602	1	1
Tfasc_v1.07297-RA	Scaffold_2096	18538321	18539307	OG0016603	1	1
Tfasc_v1.15376-RA	Scaffold_2314	7737279	7738607	OG0016604	1	1
Tfasc_v1.15375-RA	Scaffold_2314	7725282	7728462	OG0016605	1	1
Tfasc_v1.15373-RA	Scaffold_2314	7707062	7710934	OG0016606	1	1
Tfasc_v1.15377-RA	Scaffold_2314	7739015	7743976	OG0016607	1	1
Tfasc_v1.15383-RA	Scaffold_2314	7825608	7826866	OG0016608	1	1
Tfasc_v1.15386-RA	Scaffold_2314	7950542	7964964	OG0016609	1	1
Tfasc_v1.27463-RA	Scaffold_2316	11360744	11370260	OG0016610	1	1
Tfasc_v1.02802-RA	Scaffold_658	19811034	19837881	OG0016611	1	1
Tfasc_v1.07916-RA	Scaffold_2315	358153	358932	OG0016612	1	1
Tfasc_v1.31623-RA	Scaffold_377	203107	204270	OG0016613	1	1
Tfasc_v1.31845-RA	Scaffold_2173	122136	122587	OG0016614	3	0
Tfasc_v1.32417-RA	Scaffold_24	126995	127446	OG0016614	3	0
Tfasc_v1.32584-RA	Scaffold_283	89554	90005	OG0016614	3	0
Tfasc_v1.05522-RA	Scaffold_2041	20810900	20811163	OG0016615	3	0
Tfasc_v1.31844-RA	Scaffold_2173	87495	87758	OG0016615	3	0
Tfasc_v1.32807-RA	Scaffold_2170	37945	38208	OG0016615	3	0
Tfasc_v1.32507-RA	Scaffold_237	100798	101076	OG0016616	2	1
Tfasc_v1.33544-RA	Scaffold_797	45155	45433	OG0016616	2	1
Tfasc_v1.21197-RA	Scaffold_15	18636113	18636451	OG0016617	2	1
Tfasc_v1.33792-RA	Scaffold_1479	22784	23117	OG0016617	2	1
Tfasc_v1.03349-RA	Scaffold_2318	27634	31907	OG0016618	1	2
Tfasc_v1.03425-RA	Scaffold_2318	879512	898772	OG0016619	2	1
Tfasc_v1.28913-RA	Scaffold_2312	15827273	15834305	OG0016619	2	1
Tfasc_v1.03562-RA	Scaffold_2318	1881088	1890667	OG0016620	1	2
Tfasc_v1.03567-RA	Scaffold_2318	1931922	1933424	OG0016621	2	1
Tfasc_v1.03572-RA	Scaffold_2318	1951771	1953204	OG0016621	2	1
Tfasc_v1.03618-RA	Scaffold_2318	2232484	2233779	OG0016622	2	1
Tfasc_v1.03620-RA	Scaffold_2318	2238145	2239447	OG0016622	2	1
Tfasc_v1.03694-RA	Scaffold_2318	2815655	2816674	OG0016623	2	1
Tfasc_v1.08342-RA	Scaffold_2315	11677829	11678876	OG0016623	2	1
Tfasc_v1.03753-RA	Scaffold_2318	3935766	3939353	OG0016624	2	1
Tfasc_v1.15267-RA	Scaffold_2314	6298038	6298496	OG0016624	2	1
Tfasc_v1.03770-RA	Scaffold_2318	4080069	4080841	OG0016625	3	0
Tfasc_v1.17693-RA	Scaffold_2225	4921850	4927438	OG0016625	3	0
Tfasc_v1.31892-RA	Scaffold_2087	123360	125728	OG0016625	3	0
Tfasc_v1.03782-RA	Scaffold_2318	4326009	4326458	OG0016626	2	1
Tfasc_v1.30062-RA	Scaffold_2319	1411075	1411524	OG0016626	2	1
Tfasc_v1.03791-RA	Scaffold_2318	4548416	4556596	OG0016627	2	1
Tfasc_v1.03792-RA	Scaffold_2318	4575898	4582857	OG0016627	2	1
Tfasc_v1.03818-RA	Scaffold_2318	5504001	5506256	OG0016628	1	2
Tfasc_v1.03838-RA	Scaffold_2318	6219249	6219614	OG0016629	2	1
Tfasc_v1.33192-RA	Scaffold_251	55296	55661	OG0016629	2	1
Tfasc_v1.03842-RA	Scaffold_2318	6426306	6428724	OG0016630	3	0
Tfasc_v1.18782-RA	Scaffold_1383	3664185	3666211	OG0016630	3	0
Tfasc_v1.21044-RA	Scaffold_15	12546272	12554029	OG0016630	3	0
Tfasc_v1.03877-RA	Scaffold_2318	7978027	7987769	OG0016631	3	0
Tfasc_v1.04232-RA	Scaffold_2318	24948661	24954370	OG0016631	3	0
Tfasc_v1.18153-RA	Scaffold_2225	21514456	21517376	OG0016631	3	0
Tfasc_v1.03915-RA	Scaffold_2318	9642080	9642484	OG0016632	1	2
Tfasc_v1.00939-RA	Scaffold_2199	20096777	20104008	OG0016633	3	0
Tfasc_v1.03980-RA	Scaffold_2318	13016021	13046481	OG0016633	3	0
Tfasc_v1.05465-RA	Scaffold_2041	19515166	19524960	OG0016633	3	0
Tfasc_v1.04019-RA	Scaffold_2318	15681505	15681825	OG0016634	1	2
Tfasc_v1.04085-RA	Scaffold_2318	19558682	19560765	OG0016635	3	0
Tfasc_v1.11637-RA	Scaffold_2287	21485623	21487794	OG0016635	3	0
Tfasc_v1.13244-RA	Scaffold_1174	691227	693444	OG0016635	3	0
Tfasc_v1.04113-RA	Scaffold_2318	21116183	21117319	OG0016636	2	1
Tfasc_v1.05820-RA	Scaffold_2041	25254633	25257525	OG0016636	2	1
Tfasc_v1.04117-RA	Scaffold_2318	21276253	21283491	OG0016637	3	0
Tfasc_v1.04121-RA	Scaffold_2318	21411343	21436762	OG0016637	3	0
Tfasc_v1.11171-RA	Scaffold_2287	4391330	4392767	OG0016637	3	0
Tfasc_v1.04152-RA	Scaffold_2318	22381658	22382278	OG0016638	3	0
Tfasc_v1.04156-RA	Scaffold_2318	22588232	22589095	OG0016638	3	0
Tfasc_v1.22148-RA	Scaffold_2073	14626978	14628397	OG0016638	3	0
Tfasc_v1.04151-RA	Scaffold_2318	22380159	22381590	OG0016639	1	2
Tfasc_v1.04173-RA	Scaffold_2318	23007458	23019007	OG0016640	2	1
Tfasc_v1.04173-RB	Scaffold_2318	23009642	23019007	OG0016640	2	1
Tfasc_v1.04224-RA	Scaffold_2318	24788974	24789203	OG0016641	3	0
Tfasc_v1.22182-RA	Scaffold_2073	15637982	15643552	OG0016641	3	0
Tfasc_v1.25556-RA	Scaffold_346	14296999	14297667	OG0016641	3	0
Tfasc_v1.04231-RA	Scaffold_2318	24925522	24926739	OG0016642	2	1
Tfasc_v1.04238-RA	Scaffold_2318	25089615	25090833	OG0016642	2	1
Tfasc_v1.04237-RA	Scaffold_2318	25067158	25070667	OG0016643	3	0
Tfasc_v1.07294-RA	Scaffold_2096	18457733	18467246	OG0016643	3	0
Tfasc_v1.15899-RA	Scaffold_2314	23925913	23931412	OG0016643	3	0
Tfasc_v1.04264-RA	Scaffold_2318	25706062	25706508	OG0016644	2	1
Tfasc_v1.04267-RA	Scaffold_2318	25791295	25791729	OG0016644	2	1
Tfasc_v1.33548-RA	Scaffold_798	41230	44176	OG0016645	2	1
Tfasc_v1.33548-RB	Scaffold_798	41237	44176	OG0016645	2	1
Tfasc_v1.25142-RA	Scaffold_346	1785509	1786106	OG0016646	2	1
Tfasc_v1.32656-RA	Scaffold_395	136760	137357	OG0016646	2	1
Tfasc_v1.09264-RA	Scaffold_2317	11340	11929	OG0016647	3	0
Tfasc_v1.33070-RA	Scaffold_1114	13543	14135	OG0016647	3	0
Tfasc_v1.33075-RA	Scaffold_1114	73556	74148	OG0016647	3	0
Tfasc_v1.09299-RA	Scaffold_2317	224935	229605	OG0016648	2	1
Tfasc_v1.21417-RA	Scaffold_15	21422339	21427068	OG0016648	2	1
Tfasc_v1.09648-RA	Scaffold_2317	2978072	2985778	OG0016649	2	1
Tfasc_v1.09659-RA	Scaffold_2317	3091089	3098780	OG0016649	2	1
Tfasc_v1.09651-RA	Scaffold_2317	3008900	3011050	OG0016650	2	1
Tfasc_v1.09662-RA	Scaffold_2317	3123632	3125781	OG0016650	2	1
Tfasc_v1.09699-RA	Scaffold_2317	3502592	3504311	OG0016651	1	2
Tfasc_v1.09850-RA	Scaffold_2317	5696868	5700151	OG0016652	1	2
Tfasc_v1.09940-RA	Scaffold_2317	8658696	8662131	OG0016653	2	1
Tfasc_v1.11519-RA	Scaffold_2287	15222792	15223696	OG0016653	2	1
Tfasc_v1.09945-RA	Scaffold_2317	8881853	8881960	OG0016654	2	1
Tfasc_v1.10007-RA	Scaffold_2317	10799377	10799484	OG0016654	2	1
Tfasc_v1.09970-RA	Scaffold_2317	9558595	9584232	OG0016655	2	1
Tfasc_v1.09970-RB	Scaffold_2317	9558595	9584232	OG0016655	2	1
Tfasc_v1.06710-RA	Scaffold_2096	2087823	2091429	OG0016656	2	1
Tfasc_v1.10004-RA	Scaffold_2317	10683794	10686134	OG0016656	2	1
Tfasc_v1.10042-RA	Scaffold_2317	11779459	11779830	OG0016657	1	2
Tfasc_v1.10079-RA	Scaffold_2317	13028311	13032089	OG0016658	2	1
Tfasc_v1.16702-RA	Scaffold_2313	11403862	11407957	OG0016658	2	1
Tfasc_v1.10122-RA	Scaffold_2317	14778185	14778487	OG0016659	2	1
Tfasc_v1.24619-RA	Scaffold_2320	9783936	9784247	OG0016659	2	1
Tfasc_v1.10209-RA	Scaffold_2317	16997956	16998228	OG0016660	2	1
Tfasc_v1.31934-RA	Scaffold_1428	165612	165926	OG0016660	2	1
Tfasc_v1.10213-RA	Scaffold_2317	17170869	17172933	OG0016661	2	1
Tfasc_v1.10227-RA	Scaffold_2317	17356683	17357963	OG0016661	2	1
Tfasc_v1.10234-RA	Scaffold_2317	17436294	17445619	OG0016662	3	0
Tfasc_v1.10234-RB	Scaffold_2317	17444332	17445619	OG0016662	3	0
Tfasc_v1.32961-RA	Scaffold_1467	79409	85714	OG0016662	3	0
Tfasc_v1.02889-RA	Scaffold_658	24156923	24157667	OG0016663	3	0
Tfasc_v1.10249-RA	Scaffold_2317	17801132	17801836	OG0016663	3	0
Tfasc_v1.21807-RA	Scaffold_2073	4002745	4007001	OG0016663	3	0
Tfasc_v1.10261-RA	Scaffold_2317	18301554	18301997	OG0016664	3	0
Tfasc_v1.11086-RA	Scaffold_2287	3146859	3147158	OG0016664	3	0
Tfasc_v1.30343-RA	Scaffold_2319	6285963	6286211	OG0016664	3	0
Tfasc_v1.10262-RA	Scaffold_2317	18329828	18350915	OG0016665	2	1
Tfasc_v1.10266-RA	Scaffold_2317	18465498	18466400	OG0016665	2	1
Tfasc_v1.10264-RA	Scaffold_2317	18391189	18391969	OG0016666	1	2
Tfasc_v1.10295-RA	Scaffold_2317	19339850	19341771	OG0016667	3	0
Tfasc_v1.10303-RA	Scaffold_2317	19707693	19708688	OG0016667	3	0
Tfasc_v1.10304-RA	Scaffold_2317	19708811	19709293	OG0016667	3	0
Tfasc_v1.10297-RA	Scaffold_2317	19433339	19435122	OG0016668	2	1
Tfasc_v1.22703-RA	Scaffold_2073	20356035	20356789	OG0016668	2	1
Tfasc_v1.10327-RA	Scaffold_2317	20195846	20197387	OG0016669	2	1
Tfasc_v1.10331-RA	Scaffold_2317	20240014	20241495	OG0016669	2	1
Tfasc_v1.08018-RA	Scaffold_2315	1186159	1188326	OG0016670	2	1
Tfasc_v1.10346-RA	Scaffold_2317	20519141	20522956	OG0016670	2	1
Tfasc_v1.00093-RA	Scaffold_2199	645484	645947	OG0016671	3	0
Tfasc_v1.00093-RB	Scaffold_2199	645484	646634	OG0016671	3	0
Tfasc_v1.10395-RA	Scaffold_2317	21702967	21703339	OG0016671	3	0
Tfasc_v1.10403-RA	Scaffold_2317	21962034	21962384	OG0016672	3	0
Tfasc_v1.10494-RA	Scaffold_2317	23046639	23047202	OG0016672	3	0
Tfasc_v1.10550-RA	Scaffold_2317	23708296	23709039	OG0016672	3	0
Tfasc_v1.10418-RA	Scaffold_2317	22206684	22207076	OG0016673	2	1
Tfasc_v1.10458-RA	Scaffold_2317	22701618	22701998	OG0016673	2	1
Tfasc_v1.10446-RA	Scaffold_2317	22556684	22557571	OG0016674	2	1
Tfasc_v1.10531-RA	Scaffold_2317	23531429	23532475	OG0016674	2	1
Tfasc_v1.06705-RA	Scaffold_2096	2044235	2044693	OG0016675	3	0
Tfasc_v1.10554-RA	Scaffold_2317	23749944	23752548	OG0016675	3	0
Tfasc_v1.26598-RA	Scaffold_845	14598901	14600746	OG0016675	3	0
Tfasc_v1.10621-RA	Scaffold_2317	25058094	25059426	OG0016676	2	1
Tfasc_v1.10622-RA	Scaffold_2317	25077442	25078521	OG0016676	2	1
Tfasc_v1.07138-RA	Scaffold_2096	9439933	9461847	OG0016677	3	0
Tfasc_v1.10714-RA	Scaffold_2317	26743098	26743361	OG0016677	3	0
Tfasc_v1.32779-RA	Scaffold_497	77586	77843	OG0016677	3	0
Tfasc_v1.25872-RA	Scaffold_346	19267905	19275294	OG0016678	3	0
Tfasc_v1.25877-RA	Scaffold_346	19310589	19314247	OG0016678	3	0
Tfasc_v1.33617-RA	Scaffold_955	7103	13149	OG0016678	3	0
Tfasc_v1.31562-RA	Scaffold_2290	164568	167066	OG0016679	3	0
Tfasc_v1.31563-RA	Scaffold_2290	187906	190414	OG0016679	3	0
Tfasc_v1.33694-RA	Scaffold_1125	4777	13131	OG0016679	3	0
Tfasc_v1.22117-RA	Scaffold_2073	13955364	13955737	OG0016680	2	1
Tfasc_v1.32076-RA	Scaffold_228	82665	86931	OG0016680	2	1
Tfasc_v1.02904-RA	Scaffold_658	24566210	24566374	OG0016681	2	1
Tfasc_v1.30883-RA	Scaffold_2091	436689	436895	OG0016681	2	1
Tfasc_v1.17775-RA	Scaffold_2225	6326431	6340398	OG0016682	2	1
Tfasc_v1.31201-RA	Scaffold_2220	46033	46736	OG0016682	2	1
Tfasc_v1.02650-RA	Scaffold_658	12652115	12655447	OG0016683	2	1
Tfasc_v1.33383-RA	Scaffold_2309	51145	54473	OG0016683	2	1
Tfasc_v1.32699-RA	Scaffold_2006	1626	2155	OG0016684	1	2
Tfasc_v1.32702-RA	Scaffold_2006	7522	7614	OG0016685	1	2
Tfasc_v1.18973-RA	Scaffold_1383	8709791	8712837	OG0016686	3	0
Tfasc_v1.18992-RA	Scaffold_1383	9523253	9526310	OG0016686	3	0
Tfasc_v1.33884-RA	Scaffold_1864	4600	7645	OG0016686	3	0
Tfasc_v1.17880-RA	Scaffold_2225	9187317	9197912	OG0016687	2	1
Tfasc_v1.33885-RA	Scaffold_1873	328	5844	OG0016687	2	1
Tfasc_v1.32441-RA	Scaffold_1217	93846	97426	OG0016688	1	2
Tfasc_v1.31018-RA	Scaffold_122	355614	355978	OG0016689	3	0
Tfasc_v1.32348-RA	Scaffold_2224	151874	152238	OG0016689	3	0
Tfasc_v1.32350-RA	Scaffold_2224	187201	187565	OG0016689	3	0
Tfasc_v1.24044-RA	Scaffold_2320	984244	995362	OG0016690	1	2
Tfasc_v1.24146-RA	Scaffold_2320	1799119	1802684	OG0016691	2	1
Tfasc_v1.24153-RA	Scaffold_2320	1843127	1844269	OG0016691	2	1
Tfasc_v1.17955-RA	Scaffold_2225	13606067	13609120	OG0016692	2	1
Tfasc_v1.24335-RA	Scaffold_2320	3405688	3414694	OG0016692	2	1
Tfasc_v1.21777-RA	Scaffold_2073	2376134	2376382	OG0016693	3	0
Tfasc_v1.24385-RA	Scaffold_2320	4068401	4068649	OG0016693	3	0
Tfasc_v1.32169-RA	Scaffold_2010	31511	31759	OG0016693	3	0
Tfasc_v1.23844-RA	Scaffold_2321	18856116	18856583	OG0016694	3	0
Tfasc_v1.24410-RA	Scaffold_2320	4550319	4550768	OG0016694	3	0
Tfasc_v1.31919-RA	Scaffold_2108	52316	52945	OG0016694	3	0
Tfasc_v1.00295-RA	Scaffold_2199	2195232	2196396	OG0016695	3	0
Tfasc_v1.22208-RA	Scaffold_2073	16137397	16138259	OG0016695	3	0
Tfasc_v1.24449-RA	Scaffold_2320	5257639	5258285	OG0016695	3	0
Tfasc_v1.05398-RA	Scaffold_2041	15452139	15452327	OG0016696	3	0
Tfasc_v1.07275-RA	Scaffold_2096	17179750	17179989	OG0016696	3	0
Tfasc_v1.24498-RA	Scaffold_2320	6497472	6497711	OG0016696	3	0
Tfasc_v1.05397-RA	Scaffold_2041	15451401	15451526	OG0016697	3	0
Tfasc_v1.07277-RA	Scaffold_2096	17180553	17180678	OG0016697	3	0
Tfasc_v1.24500-RA	Scaffold_2320	6498276	6498401	OG0016697	3	0
Tfasc_v1.24531-RA	Scaffold_2320	7206928	7207548	OG0016698	2	1
Tfasc_v1.24545-RA	Scaffold_2320	7561775	7562401	OG0016698	2	1
Tfasc_v1.24533-RA	Scaffold_2320	7236992	7238716	OG0016699	3	0
Tfasc_v1.25674-RA	Scaffold_346	16943383	16950051	OG0016699	3	0
Tfasc_v1.26625-RA	Scaffold_845	14848889	14851063	OG0016699	3	0
Tfasc_v1.24538-RA	Scaffold_2320	7448128	7449192	OG0016700	2	1
Tfasc_v1.24555-RA	Scaffold_2320	7793863	7794925	OG0016700	2	1
Tfasc_v1.24549-RA	Scaffold_2320	7623054	7623434	OG0016701	2	1
Tfasc_v1.24862-RA	Scaffold_2320	17527943	17528095	OG0016701	2	1
Tfasc_v1.24603-RA	Scaffold_2320	9423193	9425011	OG0016702	3	0
Tfasc_v1.26421-RA	Scaffold_845	11773620	11775876	OG0016702	3	0
Tfasc_v1.26422-RA	Scaffold_845	11775797	11802624	OG0016702	3	0
Tfasc_v1.02470-RA	Scaffold_658	7879140	7889658	OG0016703	2	1
Tfasc_v1.24626-RA	Scaffold_2320	10005079	10041267	OG0016703	2	1
Tfasc_v1.24668-RA	Scaffold_2320	12112161	12112610	OG0016704	2	1
Tfasc_v1.31929-RA	Scaffold_2270	258176	258625	OG0016704	2	1
Tfasc_v1.24686-RA	Scaffold_2320	12469833	12476162	OG0016705	2	1
Tfasc_v1.24691-RA	Scaffold_2320	12584985	12586296	OG0016705	2	1
Tfasc_v1.24721-RA	Scaffold_2320	13772840	13773001	OG0016706	1	2
Tfasc_v1.24726-RA	Scaffold_2320	13816750	13816848	OG0016707	2	1
Tfasc_v1.29027-RA	Scaffold_53	575962	576060	OG0016707	2	1
Tfasc_v1.24762-RA	Scaffold_2320	14623463	14624662	OG0016708	1	2
Tfasc_v1.05760-RA	Scaffold_2041	24590286	24591748	OG0016709	2	1
Tfasc_v1.24780-RA	Scaffold_2320	15198177	15198986	OG0016709	2	1
Tfasc_v1.24788-RA	Scaffold_2320	15307581	15309557	OG0016710	2	1
Tfasc_v1.33518-RA	Scaffold_743	13639	15565	OG0016710	2	1
Tfasc_v1.16546-RA	Scaffold_2313	5970541	5972912	OG0016711	3	0
Tfasc_v1.24804-RA	Scaffold_2320	15762434	15765740	OG0016711	3	0
Tfasc_v1.24804-RB	Scaffold_2320	15762437	15764811	OG0016711	3	0
Tfasc_v1.17538-RA	Scaffold_2225	3380197	3386709	OG0016712	2	1
Tfasc_v1.24898-RA	Scaffold_2320	18533053	18544116	OG0016712	2	1
Tfasc_v1.33145-RA	Scaffold_208	53592	53819	OG0016713	2	1
Tfasc_v1.33147-RA	Scaffold_208	73623	73946	OG0016713	2	1
Tfasc_v1.17950-RA	Scaffold_2225	13478749	13479255	OG0016714	3	0
Tfasc_v1.31287-RA	Scaffold_2150	17240	20094	OG0016714	3	0
Tfasc_v1.33081-RB	Scaffold_163	63017	67558	OG0016714	3	0
Tfasc_v1.22268-RA	Scaffold_2073	16986612	16992264	OG0016715	3	0
Tfasc_v1.33197-RA	Scaffold_252	80177	80571	OG0016715	3	0
Tfasc_v1.33702-RA	Scaffold_1165	116	964	OG0016715	3	0
Tfasc_v1.31129-RA	Scaffold_61	229531	232441	OG0016716	3	0
Tfasc_v1.31133-RA	Scaffold_61	291575	292489	OG0016716	3	0
Tfasc_v1.31135-RA	Scaffold_61	388745	391054	OG0016716	3	0
Tfasc_v1.31205-RA	Scaffold_2230	63535	70318	OG0016717	2	1
Tfasc_v1.32090-RA	Scaffold_264	72664	78720	OG0016717	2	1
Tfasc_v1.12837-RA	Scaffold_326	18326770	18327390	OG0016718	3	0
Tfasc_v1.21810-RA	Scaffold_2073	4171919	4176788	OG0016718	3	0
Tfasc_v1.32918-RA	Scaffold_2095	122159	122686	OG0016718	3	0
Tfasc_v1.02690-RA	Scaffold_658	13640928	13642899	OG0016719	3	0
Tfasc_v1.02744-RA	Scaffold_658	16476550	16478523	OG0016719	3	0
Tfasc_v1.32917-RA	Scaffold_2095	113884	115856	OG0016719	3	0
Tfasc_v1.21766-RA	Scaffold_2073	2122324	2127860	OG0016720	1	2
Tfasc_v1.21803-RA	Scaffold_2073	3834591	3835116	OG0016721	2	1
Tfasc_v1.29176-RA	Scaffold_53	5372691	5373220	OG0016721	2	1
Tfasc_v1.00750-RA	Scaffold_2199	9504649	9505239	OG0016722	3	0
Tfasc_v1.21851-RA	Scaffold_2073	6411320	6411883	OG0016722	3	0
Tfasc_v1.21852-RA	Scaffold_2073	6413199	6414043	OG0016722	3	0
Tfasc_v1.21854-RA	Scaffold_2073	6530507	6530901	OG0016723	3	0
Tfasc_v1.32109-RA	Scaffold_270	50138	50535	OG0016723	3	0
Tfasc_v1.33640-RA	Scaffold_987	5849	6243	OG0016723	3	0
Tfasc_v1.21934-RA	Scaffold_2073	9183309	9185312	OG0016724	2	1
Tfasc_v1.21936-RA	Scaffold_2073	9198156	9200159	OG0016724	2	1
Tfasc_v1.00584-RA	Scaffold_2199	5565812	5566082	OG0016725	3	0
Tfasc_v1.21948-RA	Scaffold_2073	9349819	9350089	OG0016725	3	0
Tfasc_v1.27281-RA	Scaffold_2316	7291849	7292119	OG0016725	3	0
Tfasc_v1.12598-RA	Scaffold_326	5332348	5333236	OG0016726	3	0
Tfasc_v1.13769-RA	Scaffold_1174	18684086	18684962	OG0016726	3	0
Tfasc_v1.21957-RA	Scaffold_2073	9475789	9476590	OG0016726	3	0
Tfasc_v1.22006-RA	Scaffold_2073	10387478	10392992	OG0016727	2	1
Tfasc_v1.33898-RA	Scaffold_1969	69	964	OG0016727	2	1
Tfasc_v1.15800-RA	Scaffold_2314	21682515	21682697	OG0016728	3	0
Tfasc_v1.22021-RA	Scaffold_2073	10642148	10642369	OG0016728	3	0
Tfasc_v1.26239-RA	Scaffold_845	5508398	5510246	OG0016728	3	0
Tfasc_v1.22033-RA	Scaffold_2073	10744621	10745167	OG0016729	1	2
Tfasc_v1.22039-RA	Scaffold_2073	10800309	10805985	OG0016730	2	1
Tfasc_v1.22043-RA	Scaffold_2073	10845948	10847331	OG0016730	2	1
Tfasc_v1.22131-RA	Scaffold_2073	14223093	14241282	OG0016731	1	2
Tfasc_v1.22149-RA	Scaffold_2073	14646986	14651894	OG0016732	2	1
Tfasc_v1.22149-RB	Scaffold_2073	14646986	14668657	OG0016732	2	1
Tfasc_v1.22240-RA	Scaffold_2073	16648079	16649679	OG0016733	2	1
Tfasc_v1.30775-RA	Scaffold_2212	361599	364322	OG0016733	2	1
Tfasc_v1.22272-RA	Scaffold_2073	17082848	17085579	OG0016734	2	1
Tfasc_v1.33110-RA	Scaffold_179	27770	33628	OG0016734	2	1
Tfasc_v1.22349-RA	Scaffold_2073	17728338	17728967	OG0016735	1	2
Tfasc_v1.02514-RA	Scaffold_658	8525954	8526226	OG0016736	3	0
Tfasc_v1.03011-RA	Scaffold_658	27857819	27858091	OG0016736	3	0
Tfasc_v1.22415-RA	Scaffold_2073	18279927	18280190	OG0016736	3	0
Tfasc_v1.02404-RA	Scaffold_658	6886482	6889052	OG0016737	3	0
Tfasc_v1.22515-RA	Scaffold_2073	19010119	19012856	OG0016737	3	0
Tfasc_v1.25889-RA	Scaffold_845	89256	93388	OG0016737	3	0
Tfasc_v1.08818-RA	Scaffold_2315	26163568	26165992	OG0016738	3	0
Tfasc_v1.16552-RA	Scaffold_2313	6101704	6121393	OG0016738	3	0
Tfasc_v1.22519-RA	Scaffold_2073	19030822	19033313	OG0016738	3	0
Tfasc_v1.22512-RA	Scaffold_2073	19004471	19005088	OG0016739	2	1
Tfasc_v1.29761-RA	Scaffold_53	12589259	12589621	OG0016739	2	1
Tfasc_v1.05737-RA	Scaffold_2041	24397144	24401643	OG0016740	3	0
Tfasc_v1.21248-RA	Scaffold_15	19497830	19512997	OG0016740	3	0
Tfasc_v1.22617-RA	Scaffold_2073	19751714	19753767	OG0016740	3	0
Tfasc_v1.31254-RA	Scaffold_177	132771	133265	OG0016741	1	2
Tfasc_v1.02709-RA	Scaffold_658	14688725	14691911	OG0016742	2	1
Tfasc_v1.32184-RA	Scaffold_35	50109	52852	OG0016742	2	1
Tfasc_v1.25029-RA	Scaffold_346	679011	688399	OG0016743	1	2
Tfasc_v1.25118-RA	Scaffold_346	1537668	1542112	OG0016744	3	0
Tfasc_v1.25119-RA	Scaffold_346	1550743	1554669	OG0016744	3	0
Tfasc_v1.25119-RB	Scaffold_346	1552787	1554669	OG0016744	3	0
Tfasc_v1.25265-RA	Scaffold_346	3322409	3324609	OG0016745	2	1
Tfasc_v1.25265-RB	Scaffold_346	3322409	3324609	OG0016745	2	1
Tfasc_v1.21004-RA	Scaffold_15	11133020	11134565	OG0016746	3	0
Tfasc_v1.25302-RA	Scaffold_346	4050542	4054210	OG0016746	3	0
Tfasc_v1.31567-RA	Scaffold_2236	249258	259349	OG0016746	3	0
Tfasc_v1.13794-RA	Scaffold_1174	19450396	19466899	OG0016747	3	0
Tfasc_v1.25330-RA	Scaffold_346	4626145	4626468	OG0016747	3	0
Tfasc_v1.25331-RA	Scaffold_346	4628999	4629322	OG0016747	3	0
Tfasc_v1.25378-RA	Scaffold_346	6495982	6496527	OG0016748	2	1
Tfasc_v1.25379-RA	Scaffold_346	6503764	6504258	OG0016748	2	1
Tfasc_v1.25442-RA	Scaffold_346	9614104	9631859	OG0016749	3	0
Tfasc_v1.25442-RB	Scaffold_346	9614104	9631859	OG0016749	3	0
Tfasc_v1.25442-RC	Scaffold_346	9614104	9631859	OG0016749	3	0
Tfasc_v1.23860-RA	Scaffold_2321	19400287	19426729	OG0016750	3	0
Tfasc_v1.25448-RA	Scaffold_346	10129768	10148765	OG0016750	3	0
Tfasc_v1.33348-RA	Scaffold_459	4320	4466	OG0016750	3	0
Tfasc_v1.25499-RA	Scaffold_346	12063659	12068137	OG0016751	2	1
Tfasc_v1.25506-RA	Scaffold_346	12110849	12113283	OG0016751	2	1
Tfasc_v1.00806-RA	Scaffold_2199	12790534	12791822	OG0016752	3	0
Tfasc_v1.25553-RA	Scaffold_346	14207134	14207763	OG0016752	3	0
Tfasc_v1.33801-RA	Scaffold_1506	16447	17022	OG0016752	3	0
Tfasc_v1.25599-RA	Scaffold_346	15428457	15432090	OG0016753	1	2
Tfasc_v1.02247-RA	Scaffold_658	5354835	5358609	OG0016754	2	1
Tfasc_v1.25652-RA	Scaffold_346	16553871	16556356	OG0016754	2	1
Tfasc_v1.25655-RA	Scaffold_346	16675812	16676546	OG0016755	1	2
Tfasc_v1.25682-RA	Scaffold_346	17095156	17096618	OG0016756	2	1
Tfasc_v1.25684-RA	Scaffold_346	17105270	17107452	OG0016756	2	1
Tfasc_v1.25816-RA	Scaffold_346	18691221	18694662	OG0016757	3	0
Tfasc_v1.25818-RA	Scaffold_346	18700801	18701094	OG0016757	3	0
Tfasc_v1.25821-RA	Scaffold_346	18711097	18711588	OG0016757	3	0
Tfasc_v1.25833-RA	Scaffold_346	18819416	18820399	OG0016758	2	1
Tfasc_v1.25835-RA	Scaffold_346	18889631	18890614	OG0016758	2	1
Tfasc_v1.25842-RA	Scaffold_346	18942091	18955720	OG0016759	2	1
Tfasc_v1.25843-RA	Scaffold_346	18966887	18971761	OG0016759	2	1
Tfasc_v1.25882-RA	Scaffold_346	19350767	19352485	OG0016760	2	1
