scaffold	length	orthocount_all	orthocount_one	ratio	order
Scaffold_8837	12407	2	0	0	2044
Scaffold_4368	12357	1	0	0	2045
Scaffold_6852	12343	1	0	0	2046
Scaffold_1336	12318	1	0	0	2047
Scaffold_3063	12317	3	0	0	2048
Scaffold_9970	12285	2	0	0	2049
Scaffold_3193	12257	3	0	0	2050
Scaffold_6856	12253	1	0	0	2051
Scaffold_1037	12247	1	0	0	2052
Scaffold_8630	12245	1	0	0	2053
Scaffold_9132	12178	1	0	0	2054
Scaffold_3813	12138	1	0	0	2055
Scaffold_2129	12133	1	0	0	2056
Scaffold_5148	12115	1	0	0	2057
Scaffold_9490	12093	1	0	0	2058
Scaffold_3834	12076	1	0	0	2059
Scaffold_9945	12041	1	0	0	2060
Scaffold_1238	12025	1	0	0	2061
Scaffold_3229	11993	1	0	0	2062
Scaffold_5974	11915	1	0	0	2063
Scaffold_9985	11869	2	0	0	2064
Scaffold_1287	11845	1	0	0	2065
Scaffold_2832	11783	2	0	0	2066
Scaffold_2516	11752	2	0	0	2067
Scaffold_1260	11708	1	0	0	2068
Scaffold_1241	11683	5	0	0	2069
Scaffold_9340	11648	1	0	0	2070
Scaffold_2782	11632	1	0	0	2071
Scaffold_2898	11617	1	0	0	2072
Scaffold_9485	11597	3	0	0	2073
Scaffold_7254	11584	1	0	0	2074
Scaffold_3223	11576	1	0	0	2075
Scaffold_1643	11562	2	0	0	2076
Scaffold_10062	11540	1	0	0	2077
Scaffold_10061	11525	2	0	0	2078
Scaffold_3134	11447	1	0	0	2079
Scaffold_3042	11436	2	0	0	2080
Scaffold_967	11432	1	0	0	2081
Scaffold_2472	11417	1	0	0	2082
Scaffold_9220	11397	1	0	0	2083
Scaffold_1476	11391	1	0	0	2084
Scaffold_2728	11391	1	0	0	2085
Scaffold_3267	11332	2	0	0	2086
Scaffold_1108	11190	1	0	0	2087
Scaffold_4309	11176	1	0	0	2088
Scaffold_10130	11152	2	0	0	2089
Scaffold_2825	11130	1	0	0	2090
Scaffold_10113	11092	1	0	0	2091
Scaffold_996	11087	1	0	0	2092
Scaffold_1688	11070	1	0	0	2093
Scaffold_10134	11029	1	0	0	2094
Scaffold_2069	11018	1	1	1	2095
Scaffold_1530	11002	1	0	0	2096
Scaffold_2509	10995	3	0	0	2097
Scaffold_1277	10994	1	0	0	2098
Scaffold_1235	10989	3	1	0.333333333333333	2099
Scaffold_1292	10956	1	0	0	2100
Scaffold_9928	10951	1	0	0	2101
Scaffold_3188	10949	2	0	0	2102
Scaffold_7390	10940	1	0	0	2103
Scaffold_2746	10918	1	0	0	2104
Scaffold_2140	10917	1	0	0	2105
Scaffold_1155	10915	1	0	0	2106
Scaffold_1636	10908	1	0	0	2107
Scaffold_2285	10908	1	0	0	2108
Scaffold_3085	10877	1	0	0	2109
Scaffold_4605	10854	2	1	0.5	2110
Scaffold_2056	10778	2	0	0	2111
Scaffold_950	10774	1	0	0	2112
Scaffold_1027	10764	1	0	0	2113
Scaffold_3068	10761	2	0	0	2114
Scaffold_10100	10756	1	0	0	2115
Scaffold_3070	10712	2	0	0	2116
Scaffold_3102	10698	2	0	0	2117
Scaffold_1719	10691	1	0	0	2118
Scaffold_2537	10662	1	0	0	2119
Scaffold_1997	10591	1	0	0	2120
Scaffold_1294	10583	1	0	0	2121
Scaffold_1239	10578	1	0	0	2122
Scaffold_2508	10554	1	0	0	2123
Scaffold_2574	10547	1	0	0	2124
Scaffold_2829	10521	1	0	0	2125
Scaffold_3300	10425	1	0	0	2126
Scaffold_1414	10382	1	0	0	2127
Scaffold_1776	10380	1	0	0	2128
Scaffold_10089	10302	1	0	0	2129
Scaffold_579	10269	1	0	0	2130
Scaffold_2871	10247	1	0	0	2131
Scaffold_3295	10221	2	0	0	2132
Scaffold_10163	10172	1	0	0	2133
Scaffold_10150	10165	2	0	0	2134
Scaffold_1140	10163	1	0	0	2135
Scaffold_3233	10152	1	0	0	2136
Scaffold_1361	10144	1	0	0	2137
Scaffold_3111	10132	1	0	0	2138
Scaffold_10067	10116	1	0	0	2139
Scaffold_2971	10115	1	0	0	2140
Scaffold_7036	10111	1	0	0	2141
Scaffold_2460	10087	1	0	0	2142
Scaffold_10155	10085	1	0	0	2143
Scaffold_9621	10064	1	0	0	2144
Scaffold_10051	10018	1	0	0	2145
Scaffold_1247	9961	1	0	0	2146
Scaffold_3397	9955	1	0	0	2147
Scaffold_2889	9894	1	0	0	2148
Scaffold_1483	9833	1	0	0	2149
Scaffold_4307	9798	1	0	0	2150
Scaffold_2989	9685	1	0	0	2151
Scaffold_9890	9666	1	0	0	2152
Scaffold_2525	9574	1	0	0	2153
Scaffold_9923	9523	1	0	0	2154
Scaffold_3578	9508	1	0	0	2155
Scaffold_3007	9488	1	0	0	2156
Scaffold_2569	9383	1	0	0	2157
Scaffold_1522	9366	1	0	0	2158
Scaffold_7013	9356	1	0	0	2159
Scaffold_1952	8976	1	0	0	2160
Scaffold_6688	8867	1	0	0	2161
Scaffold_977	8815	1	0	0	2162
Scaffold_2699	8658	3	0	0	2163
Scaffold_9573	8626	1	0	0	2164
Scaffold_2051	8622	1	0	0	2165
Scaffold_10005	8548	1	1	1	2166
Scaffold_9550	8485	1	0	0	2167
Scaffold_9886	8440	1	0	0	2168
Scaffold_3143	8297	3	1	0.333333333333333	2169
Scaffold_2739	8232	1	0	0	2170
Scaffold_2066	8064	2	0	0	2171
Scaffold_9972	7802	1	0	0	2172
Scaffold_1284	7657	1	0	0	2173
Scaffold_1512	7556	1	0	0	2174
Scaffold_9888	7448	1	0	0	2175
Scaffold_2012	7158	1	0	0	2176
Scaffold_2778	6996	1	0	0	2177
Scaffold_6419	6969	1	0	0	2178
Scaffold_7080	6952	1	0	0	2179
Scaffold_5936	6919	1	0	0	2180
Scaffold_9765	6525	1	0	0	2181
Scaffold_9791	6370	2	0	0	2182
Scaffold_2850	6349	1	0	0	2183
Scaffold_3169	6202	1	0	0	2184
Scaffold_1303	6070	1	0	0	2185
Scaffold_3325	6003	2	0	0	2186
Scaffold_2648	5839	1	0	0	2187
Scaffold_8112	5761	1	0	0	2188
Scaffold_6179	5490	1	1	1	2189
Scaffold_1748	5169	1	0	0	2190
Scaffold_10242	4996	2	0	0	2191
Scaffold_3314	4915	1	0	0	2192
Scaffold_9994	4867	1	0	0	2193
Scaffold_10238	4854	1	0	0	2194
Scaffold_3222	4760	2	0	0	2195
Scaffold_2730	4725	2	0	0	2196
Scaffold_3208	4566	1	0	0	2197
Scaffold_3228	4337	2	0	0	2198
Scaffold_9298	4247	1	0	0	2199
Scaffold_2153	4067	1	0	0	2200
Scaffold_10154	4030	1	0	0	2201
Scaffold_9518	3836	1	0	0	2202
Scaffold_1868	3647	1	0	0	2203
Scaffold_2781	3567	2	0	0	2204
Scaffold_2499	3492	1	0	0	2205
Scaffold_3178	3327	1	0	0	2206
Scaffold_1390	2942	1	0	0	2207
Scaffold_1202	2445	1	0	0	2208
Scaffold_3351	2312	1	0	0	2209
Scaffold_1507	2049	1	0	0	2210
